observation_index,A,B,M,N,value,dV,I,rel_err,K,fid,reciprocal_group,reciprocal_pair_count,reciprocal_error_percent,reciprocal_mean_value,reciprocal_partner_value
227,17,47,27,37,7.06782136,,,0.05,1.0,227,17-47|27-37,1,1.5002820693935204,7.015197485,6.96257361
228,17,50,28,39,6.70325508,,,0.05,1.0,228,17-50|28-39,1,0.9266202952837677,6.672341445,6.64142781
229,17,53,29,41,6.34380796,,,0.05,1.0,229,17-53|29-41,1,0.7742170775703866,6.319345235,6.29488251
230,17,56,30,43,6.10499692,,,0.05,1.0,230,17-56|30-43,1,0.9743529593905131,6.0753990049999995,6.04580109
231,18,21,19,20,299.264509,,,0.05,1.0,231,18-21|19-20,1,0.049825199188740746,299.189973,299.115437
232,18,24,20,22,102.825993,,,0.05,1.0,232,18-24|20-22,1,0.012106621247118364,102.81976900000001,102.813545
233,18,27,21,24,45.1834717,,,0.05,1.0,233,18-27|21-24,1,0.1458017464903249,45.15055655,45.1176414
234,18,30,22,26,27.0253004,,,0.05,1.0,234,18-30|22-26,1,0.15277207989553446,27.0046726,26.9840448
235,18,33,23,28,17.3965109,,,0.05,1.0,235,18-33|23-28,1,0.6735181118103838,17.3381232,17.2797355
236,18,36,24,30,13.4347997,,,0.05,1.0,236,18-36|24-30,1,0.30705359787507275,13.414205299999999,13.3936109
237,18,39,25,32,8.84650944,,,0.05,1.0,237,18-39|25-32,1,1.2113458240718313,8.793251099999999,8.73999276
238,18,42,26,34,7.87753083,,,0.05,1.0,238,18-42|26-34,1,1.214015380888574,7.830002115,7.7824734
239,18,45,27,36,7.01962045,,,0.05,1.0,239,18-45|27-36,1,0.7385585181577351,6.9937938200000005,6.96796719
240,18,48,28,38,7.175969,,,0.05,1.0,240,18-48|28-38,1,0.9845908214207874,7.140815095000001,7.10566119
241,18,51,29,40,6.77341005,,,0.05,1.0,241,18-51|29-40,1,1.0228524906793905,6.7389453150000005,6.70448058
242,18,54,30,42,6.40355174,,,0.05,1.0,242,18-54|30-42,1,1.387770199286452,6.35942464,6.31529754
243,19,22,20,21,257.333907,,,0.05,1.0,243,19-22|20-21,1,0.06502119639490463,257.417595,257.501283
244,19,25,21,23,111.382526,,,0.05,1.0,244,19-25|21-23,1,0.027744668385120155,111.39797949999999,111.413433
245,19,28,22,25,43.1851915,,,0.05,1.0,245,19-28|22-25,1,0.07442860147216586,43.20126855,43.2173456
246,19,31,23,27,25.5659454,,,0.05,1.0,246,19-31|23-27,1,0.1415905186924301,25.584057700000002,25.60217
247,19,34,24,29,16.7405877,,,0.05,1.0,247,19-34|24-29,1,0.04207308296098605,16.7370668,16.7335459
248,19,37,25,31,11.1747454,,,0.05,1.0,248,19-37|25-31,1,0.06086554129673181,11.17134565,11.1679459
249,19,40,26,33,8.48693065,,,0.05,1.0,249,19-40|26-33,1,0.5080349765724193,8.465426985,8.44392332
250,19,43,27,35,7.3417107,,,0.05,1.0,250,19-43|27-35,1,0.3511745696022265,7.328842185,7.31597367
251,19,46,28,37,7.41999993,,,0.05,1.0,251,19-46|28-37,1,0.16570658827915732,7.4138573050000005,7.40771468
252,19,49,29,39,7.24892922,,,0.05,1.0,252,19-49|29-39,1,0.14068531113430974,7.243833715,7.23873821
253,19,52,30,41,6.78369353,,,0.05,1.0,253,19-52|30-41,1,0.24102135345004508,6.775528295,6.76736306
254,19,55,31,43,6.46872636,,,0.05,1.0,254,19-55|31-43,1,0.16273678604014322,6.473994145,6.47926193
255,20,23,21,22,296.390172,,,0.05,1.0,255,20-23|21-22,1,0.014598378111594205,296.3685395,296.346907
256,20,26,22,24,90.9470466,,,0.05,1.0,256,20-26|22-24,1,0.04584298528222718,90.9678978,90.988749
257,20,29,23,26,38.1847204,,,0.05,1.0,257,20-29|23-26,1,0.02972317954040607,38.1903961,38.1960718
258,20,32,24,28,25.6073958,,,0.05,1.0,258,20-32|24-28,1,0.028040362327217756,25.6038061,25.6002164
259,20,35,25,30,15.2556688,,,0.05,1.0,259,20-35|25-30,1,0.04241916399879959,15.25890515,15.2621415
260,20,38,26,32,10.0314073,,,0.05,1.0,260,20-38|26-32,1,0.3221194070401492,10.015276725,9.99914615
261,20,41,27,34,8.03467506,,,0.05,1.0,261,20-41|27-34,1,0.6586359774621292,8.008302279999999,7.9819295
262,20,44,28,36,7.33559036,,,0.05,1.0,262,20-44|28-36,1,0.10762209388851765,7.331645125,7.32769989
263,20,47,29,38,7.69216692,,,0.05,1.0,263,20-47|29-38,1,0.1967585365843912,7.684606860000001,7.6770468
264,20,50,30,40,7.27062795,,,0.05,1.0,264,20-50|30-40,1,0.3511848799400484,7.257883655,7.24513936
265,20,53,31,42,6.70179853,,,0.05,1.0,265,20-53|31-42,1,0.36600857666292613,6.689556355,6.67731418
266,20,56,32,44,6.17602152,,,0.05,1.0,266,20-56|32-44,1,0.4231332659564819,6.162982705,6.14994389
267,21,24,22,23,382.702445,,,0.05,1.0,267,21-24|22-23,1,0.00423105280814835,382.694349,382.686253
268,21,27,23,25,84.7931769,,,0.05,1.0,268,21-27|23-25,1,0.0724582273534072,84.82390785000001,84.8546388
269,21,30,24,27,43.182707,,,0.05,1.0,269,21-30|24-27,1,0.06263832845971064,43.1962357,43.2097644
270,21,33,25,29,20.6236316,,,0.05,1.0,270,21-33|25-29,1,0.1287308553887708,20.61036565,20.5970997
271,21,36,26,31,14.7375552,,,0.05,1.0,271,21-36|26-31,1,0.3741554405441227,14.710035999999999,14.6825168
272,21,39,27,33,9.09875913,,,0.05,1.0,272,21-39|27-33,1,0.38998202421349776,9.081051895,9.06334466
273,21,42,28,35,7.58148724,,,0.05,1.0,273,21-42|28-35,1,0.030143762446244875,7.582630085,7.58377293
274,21,45,29,37,7.93590681,,,0.05,1.0,274,21-45|29-37,1,0.0601081048303263,7.933522464999999,7.93113812
275,21,48,30,39,7.69374556,,,0.05,1.0,275,21-48|30-39,1,0.2718613833093946,7.683301595,7.67285763
276,21,51,31,41,7.03952063,,,0.05,1.0,276,21-51|31-41,1,0.283455240752519,7.029557805,7.01959498
277,21,54,32,43,6.53635915,,,0.05,1.0,277,21-54|32-43,1,0.4165769703437735,6.522772965,6.50918678
278,22,25,23,24,252.343208,,,0.05,1.0,278,22-25|23-24,1,0.07446446204385503,252.437196,252.531184
279,22,28,24,26,93.4660284,,,0.05,1.0,279,22-28|24-26,1,0.03181430694538427,93.48089855,93.4957687
280,22,31,25,28,41.1163345,,,0.05,1.0,280,22-31|25-28,1,0.01223724804605218,41.1138189,41.1113033
281,22,34,26,30,20.4695218,,,0.05,1.0,281,22-34|26-30,1,0.15952607766261415,20.4532077,20.4368936
282,22,37,27,32,13.4934437,,,0.05,1.0,282,22-37|27-32,1,0.07561862385352183,13.48834385,13.483244
283,22,40,28,34,8.71362236,,,0.05,1.0,283,22-40|28-34,1,0.1688982769531695,8.70626999,8.69891762
284,22,43,29,36,7.91979301,,,0.05,1.0,284,22-43|29-36,1,0.011278699109460302,7.92023966,7.92068631
285,22,46,30,38,8.33110383,,,0.05,1.0,285,22-46|30-38,1,0.16053522966423786,8.324422015,8.3177402
286,22,49,31,40,7.7256403,,,0.05,1.0,286,22-49|31-40,1,0.1747142044335268,7.718897295,7.71215429
287,22,52,32,42,6.92180214,,,0.05,1.0,287,22-52|32-42,1,0.25937773599681957,6.91283696,6.90387178
288,22,55,33,44,6.4092071,,,0.05,1.0,288,22-55|33-44,1,0.2078712412916172,6.41587548,6.42254386
289,23,26,24,25,384.482641,,,0.05,1.0,289,23-26|24-25,1,0.04986783824150927,384.5785315,384.674422
290,23,29,25,27,91.4737023,,,0.05,1.0,290,23-29|25-27,1,0.016117541330308034,91.48107455,91.4884468
291,23,32,26,29,40.146158,,,0.05,1.0,291,23-32|26-29,1,0.015905113923016814,40.1493509,40.1525438
292,23,35,27,31,22.4917946,,,0.05,1.0,292,23-35|27-31,1,0.1505060273694408,22.5087331,22.5256716
293,23,38,28,33,12.0954081,,,0.05,1.0,293,23-38|28-33,1,0.12600563802698272,12.08779245,12.0801768
294,23,41,29,35,9.07373403,,,0.05,1.0,294,23-41|29-35,1,0.08840863597447995,9.069724820000001,9.06571561
295,23,44,30,37,9.34269907,,,0.05,1.0,295,23-44|30-37,1,0.15385617455065556,9.335517435,9.3283358
296,23,47,31,39,8.51408596,,,0.05,1.0,296,23-47|31-39,1,0.12645765400374878,8.508706005,8.50332605
297,23,50,32,41,7.56535471,,,0.05,1.0,297,23-50|32-41,1,0.19523187429897712,7.55797692,7.55059913
298,23,53,33,43,6.92103073,,,0.05,1.0,298,23-53|33-43,1,0.13674287301991564,6.916301955,6.91157318
299,23,56,34,45,6.62765802,,,0.05,1.0,299,23-56|34-45,1,0.2215789035321132,6.6203234,6.61298878
300,24,27,25,26,271.023677,,,0.05,1.0,300,24-27|25-26,1,0.027733951584708722,271.06126500000005,271.098853
301,24,30,26,28,80.9650354,,,0.05,1.0,301,24-30|26-28,1,0.018420881913517255,80.95757885,80.9501223
302,24,33,27,30,35.0789709,,,0.05,1.0,302,24-33|27-30,1,0.09665899051764835,35.0620256,35.0450803
303,24,36,28,32,21.8544488,,,0.05,1.0,303,24-36|28-32,1,0.07485558177203659,21.8626315,21.8708142
304,24,39,29,34,11.1732921,,,0.05,1.0,304,24-39|29-34,1,0.06499211650299122,11.1696624,11.1660327
305,24,42,30,36,9.44050541,,,0.05,1.0,305,24-42|30-36,1,0.06915293431514861,9.437242345000001,9.43397928
306,24,45,31,38,9.36168389,,,0.05,1.0,306,24-45|31-38,1,0.3000109583017972,9.347661885,9.33363988
307,24,48,32,40,8.28747485,,,0.05,1.0,307,24-48|32-40,1,0.2915998362865278,8.27540931,8.26334377
308,24,51,33,42,7.33167839,,,0.05,1.0,308,24-51|33-42,1,0.15519109619442076,7.325993745,7.3203091
309,24,54,34,44,6.75859173,,,0.05,1.0,309,24-54|34-44,1,0.24626890244421257,6.75027981,6.74196789
310,25,28,26,27,257.254063,,,0.05,1.0,310,25-28|26-27,1,0.06608284773556937,257.3390915,257.42412
311,25,31,27,29,83.4271514,,,0.05,1.0,311,25-31|27-29,1,0.11723281205374071,83.37827805,83.3294047
312,25,34,28,31,34.27535,,,0.05,1.0,312,25-34|28-31,1,0.01603058865419484,34.27260295000001,34.2698559
313,25,37,29,33,20.0590633,,,0.05,1.0,313,25-37|29-33,1,0.07270778245417768,20.0517737,20.0444841
314,25,40,30,35,11.7017776,,,0.05,1.0,314,25-40|30-35,1,0.939878643655578,11.7570285,11.8122794
315,25,43,31,37,10.8113676,,,0.05,1.0,315,25-43|31-37,1,0.25524590798867236,10.797587400000001,10.7838072
316,25,46,32,39,9.31479006,,,0.05,1.0,316,25-46|32-39,1,0.3016500093427563,9.300762185,9.28673431
317,25,49,33,41,8.20003214,,,0.05,1.0,317,25-49|33-41,1,0.2615444594797103,8.18932278,8.17861342
318,25,52,34,43,7.47856575,,,0.05,1.0,318,25-52|34-43,1,0.3306385460729801,7.466222645,7.45387954
319,25,55,35,45,7.21794369,,,0.05,1.0,319,25-55|35-45,1,0.5028780859878171,7.199840480000001,7.18173727
320,26,29,27,28,207.457999,,,0.05,1.0,320,26-29|27-28,1,0.16752734419870188,207.28437,207.110741
321,26,32,28,30,76.19431,,,0.05,1.0,321,26-32|28-30,1,0.005810763771351526,76.1965238,76.1987376
322,26,35,29,32,37.5621789,,,0.05,1.0,322,26-35|29-32,1,0.09994183636900524,37.58095845,37.599738
323,26,38,30,34,18.022616,,,0.05,1.0,323,26-38|30-34,1,0.00025190603395373613,18.0225933,18.0225706
324,26,41,31,36,11.9857668,,,0.05,1.0,324,26-41|31-36,1,0.10185760025007067,11.9796657,11.9735646
325,26,44,32,38,10.9517498,,,0.05,1.0,325,26-44|32-38,1,0.3412995911266661,10.9330925,10.9144352
326,26,47,33,40,9.21020438,,,0.05,1.0,326,26-47|33-40,1,0.2982638109862783,9.19648948,9.18277458
327,26,50,34,42,8.18612684,,,0.05,1.0,327,26-50|34-42,1,0.3686475104035219,8.171065625,8.15600441
328,26,53,35,44,7.42940546,,,0.05,1.0,328,26-53|35-44,1,1.5570594240291284,7.372012155,7.31461885
329,26,56,36,46,7.08850807,,,0.05,1.0,329,26-56|36-46,1,1.0050476298335995,7.05306474,7.01762141
330,27,30,28,29,213.092542,,,0.05,1.0,330,27-30|28-29,1,0.05723479864685462,213.15354100000002,213.21454
331,27,33,29,31,66.8268024,,,0.05,1.0,331,27-33|29-31,1,0.0007404242220752858,66.82655500000001,66.8263076
332,27,36,30,33,41.3825975,,,0.05,1.0,332,27-36|30-33,1,0.012491669013985072,41.38518235,41.3877672
333,27,39,31,35,17.0569288,,,0.05,1.0,333,27-39|31-35,1,0.2640648426092838,17.07947925,17.1020297
334,27,42,32,37,13.2331337,,,0.05,1.0,334,27-42|32-37,1,0.2798766839025839,13.21464135,13.196149
335,27,45,33,39,10.585275,,,0.05,1.0,335,27-45|33-39,1,0.5503120531992162,10.5562289,10.5271828
336,27,48,34,41,9.21907969,,,0.05,1.0,336,27-48|34-41,1,0.3514980066336455,9.202905675,9.18673166
337,27,51,35,43,8.28560682,,,0.05,1.0,337,27-51|35-43,1,0.35799731757458664,8.270802195,8.25599757
338,27,54,36,45,7.56471563,,,0.05,1.0,338,27-54|36-45,1,0.43965434661472846,7.548122805,7.53152998
339,28,31,29,30,210.81992,,,0.05,1.0,339,28-31|29-30,1,0.01034715855298898,210.8308275,210.841735
340,28,34,30,32,72.6814178,,,0.05,1.0,340,28-34|30-32,1,0.0008538597199240854,72.6817281,72.6820384
341,28,37,31,34,37.5736719,,,0.05,1.0,341,28-37|31-34,1,0.008008853926282419,37.57216735,37.5706628
342,28,40,32,36,16.5745116,,,0.05,1.0,342,28-40|32-36,1,0.214464490371346,16.5923039,16.6100962
343,28,43,33,38,13.1501367,,,0.05,1.0,343,28-43|33-38,1,0.08873729133523404,13.14430475,13.1384728
344,28,46,34,40,10.9020292,,,0.05,1.0,344,28-46|34-40,1,0.19892212579356602,10.8911967,10.8803642
345,28,49,35,42,9.59684971,,,0.05,1.0,345,28-49|35-42,1,0.658976111681842,9.56533308,9.53381645
346,28,52,36,44,8.07807778,,,0.05,1.0,346,28-52|36-44,1,0.5590422715679194,8.055560785,8.03304379
347,28,55,37,46,7.1180007,,,0.05,1.0,347,28-55|37-46,1,0.30733001877479926,7.12895541,7.13991012
348,29,32,30,31,232.41579,,,0.05,1.0,348,29-32|30-31,1,0.03264510655187951,232.37786,232.33993
349,29,35,31,33,86.4031192,,,0.05,1.0,349,29-35|31-33,1,0.08036594847147363,86.4378525,86.4725858
350,29,38,32,35,29.1822829,,,0.05,1.0,350,29-38|32-35,1,0.9110574268711794,29.315824900000003,29.4493669
351,29,41,33,37,17.3303984,,,0.05,1.0,351,29-41|33-37,1,0.03143641638518623,17.3276748,17.3249512
352,29,44,34,39,13.5801573,,,0.05,1.0,352,29-44|34-39,1,0.1608239691431649,13.569246,13.5583347
353,29,47,35,41,11.2743168,,,0.05,1.0,353,29-47|35-41,1,0.5056766152171044,11.2458829,11.217449
354,29,50,36,43,9.4842438,,,0.05,1.0,354,29-50|36-43,1,0.4687997943975166,9.46206473,9.43988566
355,29,53,37,45,7.61120251,,,0.05,1.0,355,29-53|37-45,1,0.32381281404790435,7.598899405,7.5865963
356,29,56,38,47,6.69352439,,,0.05,1.0,356,29-56|38-47,1,0.27705170463279905,6.684264955,6.67500552
357,30,33,31,32,208.301188,,,0.05,1.0,357,30-33|31-32,1,0.0014104476833439188,208.302657,208.304126
358,30,36,32,34,90.0274217,,,0.05,1.0,358,30-36|32-34,1,0.03179447811588813,90.04173585000001,90.05605
359,30,39,33,36,25.175008,,,0.05,1.0,359,30-39|33-36,1,0.08082132251915365,25.1851855,25.195363
360,30,42,34,38,18.4312262,,,0.05,1.0,360,30-42|34-38,1,0.11810634374321778,18.4203484,18.4094706
361,30,45,35,40,14.5640975,,,0.05,1.0,361,30-45|35-40,1,2.44507997234303,14.388196050000001,14.2122946
362,30,48,36,42,11.3621899,,,0.05,1.0,362,30-48|36-42,1,0.48067977377046417,11.3349475,11.3077051
363,30,51,37,44,8.18722958,,,0.05,1.0,363,30-51|37-44,1,0.25471761627460765,8.176815685000001,8.16640179
364,30,54,38,46,7.14833149,,,0.05,1.0,364,30-54|38-46,1,0.342554045708092,7.136108975,7.12388646
365,31,34,32,33,225.187338,,,0.05,1.0,365,31-34|32-33,1,0.039151285674144554,225.2314285,225.275519
366,31,37,33,35,61.9675947,,,0.05,1.0,366,31-37|33-35,1,0.23469804114813703,62.040398499999995,62.1132023
367,31,40,34,37,27.8912945,,,0.05,1.0,367,31-40|34-37,1,0.0433310150954718,27.8973386,27.9033827
368,31,43,35,39,20.3116404,,,0.05,1.0,368,31-43|35-39,1,0.5113193331252813,20.25984415,20.2080479
369,31,46,36,41,14.5562295,,,0.05,1.0,369,31-46|36-41,1,0.39249036852449587,14.52771955,14.4992096
370,31,49,37,43,10.2333227,,,0.05,1.0,370,31-49|37-43,1,0.317767602190122,10.217089399999999,10.2008561
371,31,52,38,45,7.9687101,,,0.05,1.0,371,31-52|38-45,1,0.2212867419497947,7.959902995,7.95109589
372,31,55,39,47,7.13974519,,,0.05,1.0,372,31-55|39-47,1,0.2071211125666506,7.147146815,7.15454844
373,32,35,33,34,217.27005,,,0.05,1.0,373,32-35|33-34,1,0.09282795553806378,217.37094050000002,217.471831
374,32,38,34,36,52.4428306,,,0.05,1.0,374,32-38|34-36,1,0.043380504340685515,52.454208050000005,52.4655855
375,32,41,35,38,33.4801769,,,0.05,1.0,375,32-41|35-38,1,0.31267698343696304,33.4279162,33.3756555
376,32,44,36,40,22.0023618,,,0.05,1.0,376,32-44|36-40,1,0.36127361107159495,21.9626891,21.9230164
377,32,47,37,42,12.9804131,,,0.05,1.0,377,32-47|37-42,1,0.3014603066429012,12.96087715,12.9413412
378,32,50,38,44,8.8909084,,,0.05,1.0,378,32-50|38-44,1,0.32694365476509324,8.876397990000001,8.86188758
379,32,53,39,46,7.77111207,,,0.05,1.0,379,32-53|39-46,1,0.08389833797998733,7.76785352,7.76459497
380,32,56,40,48,7.31879881,,,0.05,1.0,380,32-56|40-48,1,0.00894191459440331,7.319126045,7.31945328
381,33,36,34,35,179.178637,,,0.05,1.0,381,33-36|34-35,1,0.08455523647989623,179.2544215,179.330206
382,33,39,35,37,64.3382466,,,0.05,1.0,382,33-39|35-37,1,0.09506376228708702,64.30767995,64.2771133
383,33,42,36,39,34.2020727,,,0.05,1.0,383,33-42|36-39,1,0.22065584193534052,34.16437985,34.126687
384,33,45,37,41,17.50088,,,0.05,1.0,384,33-45|37-41,1,0.7508835397924136,17.43542015,17.3699603
385,33,48,38,43,11.2164791,,,0.05,1.0,385,33-48|38-43,1,0.18755805638518078,11.20597025,11.1954614
386,33,51,39,45,8.78008492,,,0.05,1.0,386,33-51|39-45,1,0.14937894997811518,8.773532015,8.76697911
387,33,54,40,47,7.78803902,,,0.05,1.0,387,33-54|40-47,1,0.014156041402330103,7.78748782,7.78693662
388,34,37,35,36,213.519641,,,0.05,1.0,388,34-37|35-36,1,0.01954015831341044,213.498782,213.477923
389,34,40,36,38,67.1723164,,,0.05,1.0,389,34-40|36-38,1,0.10162068196248056,67.13820325,67.1040901
390,34,43,37,40,28.1885774,,,0.05,1.0,390,34-43|37-40,1,0.10064207312882041,28.17439975,28.1602221
391,34,46,38,42,14.5641737,,,0.05,1.0,391,34-46|38-42,1,0.09148677068816902,14.557514600000001,14.5508555
392,34,49,39,44,10.0471826,,,0.05,1.0,392,34-49|39-44,1,0.05729614883959314,10.044305099999999,10.0414276
393,34,52,40,46,8.84954632,,,0.05,1.0,393,34-52|40-46,1,0.038662787542592954,8.84783591,8.8461255
394,34,55,41,48,8.3463782,,,0.05,1.0,394,34-55|41-48,1,0.03239222736907543,8.34502663,8.34367506
395,35,38,36,37,221.024397,,,0.05,1.0,395,35-38|36-37,1,0.1051468161955175,220.908258,220.792119
396,35,41,37,39,48.0820899,,,0.05,1.0,396,35-41|37-39,1,0.38828084580516503,47.988924,47.8957581
397,35,44,38,41,21.8222025,,,0.05,1.0,397,35-44|38-41,1,0.8747215788120477,21.72717635,21.6321502
398,35,47,39,43,13.1220382,,,0.05,1.0,398,35-47|39-43,1,0.4324712824843395,13.0937249,13.0654116
399,35,50,40,45,10.5433469,,,0.05,1.0,399,35-50|40-45,1,0.38274776006443917,10.5635628,10.5837787
400,35,53,41,47,9.06378523,,,0.05,1.0,400,35-53|41-47,1,0.03945454611133507,9.061997545,9.06020986
401,35,56,42,49,8.35903055,,,0.05,1.0,401,35-56|42-49,1,0.08766759207073255,8.355368075000001,8.3517056
402,36,39,37,38,115.566325,,,0.05,1.0,402,36-39|37-38,1,0.0071779540498913995,115.5621775,115.55803
403,36,42,38,40,36.1875442,,,0.05,1.0,403,36-42|38-40,1,0.1446767015688079,36.16138565,36.1352271
404,36,45,39,42,17.8944988,,,0.05,1.0,404,36-45|39-42,1,0.2909342280770527,17.868506,17.8425132
405,36,48,40,44,12.3517314,,,0.05,1.0,405,36-48|40-44,1,0.09161858576803979,12.34607575,12.3404201
406,36,51,41,46,10.7718044,,,0.05,1.0,406,36-51|41-46,1,0.011254676831571962,10.7724106,10.7730168
407,36,54,42,48,9.70933003,,,0.05,1.0,407,36-54|42-48,1,0.04929752616855102,9.70693739,9.70454475
408,37,40,38,39,122.384683,,,0.05,1.0,408,37-40|38-39,1,0.09009159331043817,122.439837,122.494991
409,37,43,39,41,29.8399261,,,0.05,1.0,409,37-43|39-41,1,0.018411592917545808,29.83717935,29.8344326
410,37,46,40,43,18.4361101,,,0.05,1.0,410,37-46|40-43,1,0.05838292926206238,18.430729900000003,18.4253497
411,37,49,41,45,14.797666,,,0.05,1.0,411,37-49|41-45,1,0.021100425894872668,14.799227349999999,14.8007887
412,37,52,42,47,11.9688639,,,0.05,1.0,412,37-52|42-47,1,0.001675165849670022,11.968964150000001,11.9690644
413,37,55,43,49,10.7638008,,,0.05,1.0,413,37-55|43-49,1,0.48573242603354666,10.7377225,10.7116442
414,38,41,39,40,58.2849158,,,0.05,1.0,414,38-41|39-40,1,0.0208755038759125,58.2788328,58.2727498
415,38,44,40,42,28.6964082,,,0.05,1.0,415,38-44|40-42,1,0.017383477085886317,28.693914200000002,28.6914202
416,38,47,41,44,17.4997489,,,0.05,1.0,416,38-47|41-44,1,0.03816926192567387,17.5030893,17.5064297
417,38,50,42,46,14.8658715,,,0.05,1.0,417,38-50|42-46,1,0.019780267513719446,14.8673419,14.8688123
418,38,53,43,48,12.6954048,,,0.05,1.0,418,38-53|43-48,1,0.006549828414387786,12.69498905,12.6945733
419,38,56,44,50,11.6183858,,,0.05,1.0,419,38-56|44-50,1,0.07642104099131265,11.613948050000001,11.6095103
420,39,42,40,41,45.4416276,,,0.05,1.0,420,39-42|40-41,1,0.03602852630818423,45.4334431,45.4252586
421,39,45,41,43,27.1534299,,,0.05,1.0,421,39-45|41-43,1,0.21564851936583332,27.12418345,27.094937
422,39,48,42,45,19.1512222,,,0.05,1.0,422,39-48|42-45,1,0.02926089878524912,19.1484207,19.1456192
423,39,51,43,47,14.7718134,,,0.05,1.0,423,39-51|43-47,1,0.06325184228841035,14.776486599999998,14.7811598
424,39,54,44,49,13.325275,,,0.05,1.0,424,39-54|44-49,1,0.021637916745198438,13.3238335,13.322392
425,40,43,41,42,52.1857022,,,0.05,1.0,425,40-43|41-42,1,0.008765045327315975,52.183415249999996,52.1811283
426,40,46,42,44,24.1916582,,,0.05,1.0,426,40-46|42-44,1,0.001735707211188214,24.191868149999998,24.1920781
427,40,49,43,46,19.7148529,,,0.05,1.0,427,40-49|43-46,1,0.002390611970927062,19.71461725,19.7143816
428,40,52,44,48,17.2718824,,,0.05,1.0,428,40-52|44-48,1,0.010108847459402685,17.27100945,17.2701365
429,40,55,45,50,13.9870847,,,0.05,1.0,429,40-55|45-50,1,0.49942236003752377,14.022099449999999,14.0571142
430,41,44,42,43,56.5118809,,,0.05,1.0,430,41-44|42-43,1,0.021022749360482294,56.5178217,56.5237625
431,41,47,43,45,27.731747,,,0.05,1.0,431,41-47|43-45,1,0.22651968852867505,27.7003736,27.6690002
432,41,50,44,47,21.7069776,,,0.05,1.0,432,41-50|44-47,1,0.02298996376839939,21.709473099999997,21.7119686
433,41,53,45,49,16.1962977,,,0.05,1.0,433,41-53|45-49,1,0.21829844941084744,16.21399515,16.2316926
434,41,56,46,51,15.0067367,,,0.05,1.0,434,41-56|46-51,1,0.0671279700913466,15.01177525,15.0168138
435,42,45,43,44,41.1567554,,,0.05,1.0,435,42-45|43-44,1,0.45124787262653204,41.06410495,40.9714545
436,42,48,44,46,32.813797,,,0.05,1.0,436,42-48|44-46,1,0.291792209061602,32.861741,32.909685
437,42,51,45,48,21.0625763,,,0.05,1.0,437,42-51|45-48,1,0.27180431629202656,21.09123975,21.1199032
438,42,54,46,50,17.398174,,,0.05,1.0,438,42-54|46-50,1,0.00859536022685291,17.39892175,17.3996695
439,43,46,44,45,62.7370204,,,0.05,1.0,439,43-46|44-45,1,0.36258983674099554,62.6234872,62.509954
440,43,49,45,47,29.3581808,,,0.05,1.0,440,43-49|45-47,1,0.4047126796350783,29.4177094,29.477238
441,43,52,46,49,21.5679334,,,0.05,1.0,441,43-52|46-49,1,0.01924616206207287,21.5658581,21.5637828
442,43,55,47,51,20.0771606,,,0.05,1.0,442,43-55|47-51,1,0.0767413584056884,20.0848673,20.092574
443,44,47,45,46,53.462207,,,0.05,1.0,443,44-47|45-46,1,0.8474930393233067,53.6897153,53.9172236
444,44,50,46,48,29.9251913,,,0.05,1.0,444,44-50|46-48,1,0.025332035374970228,29.92140145,29.9176116
445,44,53,47,50,23.3249219,,,0.05,1.0,445,44-53|47-50,1,0.020370983473400356,23.327297899999998,23.3296739
446,44,56,48,52,18.7244696,,,0.05,1.0,446,44-56|48-52,1,0.020364858200761473,18.7263764,18.7282832
447,45,48,46,47,59.1883574,,,0.05,1.0,447,45-48|46-47,1,0.22196448505289176,59.25411895,59.3198805
448,45,51,47,49,30.8580543,,,0.05,1.0,448,45-51|47-49,1,0.06823441843585076,30.868585799999998,30.8791173
449,45,54,48,51,27.6909532,,,0.05,1.0,449,45-54|48-51,1,0.04063317535498836,27.6965802,27.7022072
450,46,49,47,48,69.7486463,,,0.05,1.0,450,46-49|47-48,1,0.14970767935689822,69.80089495,69.8531436
451,46,52,48,50,39.2498159,,,0.05,1.0,451,46-52|48-50,1,0.12042691944455278,39.22619645,39.202577
452,46,55,49,52,27.6310836,,,0.05,1.0,452,46-55|49-52,1,0.08176212268173386,27.6423841,27.6536846
453,47,50,48,49,66.4376792,,,0.05,1.0,453,47-50|48-49,1,0.032864801604085295,66.4485983,66.4595174
454,47,53,49,51,48.2588311,,,0.05,1.0,454,47-53|49-51,1,0.08510362888428365,48.279374849999996,48.2999186
455,47,56,50,53,27.3499263,,,0.05,1.0,455,47-56|50-53,1,0.04645112574964297,27.35627995,27.3626336
456,48,51,49,50,87.9049856,,,0.05,1.0,456,48-51|49-50,1,0.03772202949267439,87.9215685,87.9381514
457,48,54,50,52,45.0837725,,,0.05,1.0,457,48-54|50-52,1,0.020556947200547387,45.0884069,45.0930413
458,49,52,50,51,133.411323,,,0.05,1.0,458,49-52|50-51,1,0.020052782221223635,133.39794799999999,133.384573
459,49,55,51,53,44.0627221,,,0.05,1.0,459,49-55|51-53,1,0.1147858163890716,44.0880255,44.1133289
460,50,53,51,52,110.253811,,,0.05,1.0,460,50-53|51-52,1,0.041491072066765416,110.230943,110.208075
461,50,56,52,54,50.715265,,,0.05,1.0,461,50-56|52-54,1,0.00419332406187097,50.71632835,50.7173917
