x,z
27.681293405950246,-12.427114475820469
27.839406662014017,-12.391587774291306
27.99751991807778,-12.352069428923821
28.155633174141553,-12.3082864954196
28.313746430205324,-12.259974392066532
28.471859686269095,-12.206886713155606
28.62997294233286,-12.148805180442821
28.78808619839663,-12.085547590315256
28.9461994544604,-12.01697470531648
29.104312710524166,-11.94299623115906
29.262425966587937,-11.863575879224221
29.42053922265171,-11.778735514548572
29.578652478715473,-11.688558389298
29.736765734779244,-11.593191461728651
29.894878990843015,-11.492846800635032
30.052992246906786,-11.387802075285244
30.21110550297055,-11.278400130843314
30.36921875903432,-11.16504764927866
30.527332015098093,-11.048212895762665
30.685445271161857,-10.928422550552362
30.84355852722563,-10.806257626361257
31.0016717832894,-10.682348471217246
31.15978503935317,-10.557368856807667
31.317898295416935,-10.432029152311454
31.476011551480706,-10.30707157560313
31.634124807544477,-10.183295341452375
31.79223806360824,-10.06155618414722
31.950351319672013,-9.942735683920072
32.10846457573579,-9.827710654155439
32.26657783179955,-9.717323111200026
32.42469108786332,-9.612358493195497
32.582804343927094,-9.513553188365556
32.740917599990865,-9.421588183757125
32.89903085605463,-9.33707733703908
33.0571441121184,-9.260557145133872
33.21525736818217,-9.192478009964464
33.373370624245936,-9.133197001316526
33.53148388030971,-9.082972116815913
33.68959713637348,-9.041958039021422
33.84771039243724,-9.01020338963284
34.005823648501014,-8.987649480814254
34.163936904564785,-8.974130563632642
34.32205016062856,-8.969375573611762
34.48016341669232,-8.973011373401302
34.63827667275609,-8.98456749256131
34.79638992881986,-9.003482364461911
34.95450318488363,-9.029111060298302
35.1126164409474,-9.060734520221025
35.27072969701117,-9.097570281581513
35.428842953074934,-9.138784262805249
35.586956209138705,-9.183483678990347
35.74506946520248,-9.230710232452731
35.90318272126625,-9.279472283148843
36.06129597733001,-9.328780308090678
36.21940923339378,-9.377682544664243
36.377522489457554,-9.425296683744682
36.53563574552132,-9.470796479811662
36.69374900158509,-9.51340133714181
36.85186225764886,-9.552386611696797
37.00997551371263,-9.587092977445161
37.168088769776396,-9.61693447947226
37.32620202584017,-9.641405273878352
37.48431528190394,-9.660085054464798
37.6424285379677,-9.67264316620837
37.800541794031474,-9.67884140552371
37.958655050095246,-9.678535507313875
38.11676830615901,-9.671675318809045
38.27488156222278,-9.658303660193331
38.43299481828655,-9.638553872019688
38.59110807435032,-9.612646049413001
38.74922133041409,-9.580881963061234
38.90733458647786,-9.543638666994747
39.06544784254163,-9.501360793153712
39.223561098605394,-9.454551532743661
39.381674354669165,-9.403762306389131
39.53978761073294,-9.349588493787467
39.6979008667967,-9.292677828423841
39.85601412286047,-9.233709974392426
40.01412737892424,-9.173368955419907
40.172240634988015,-9.112315163130582
40.33035389105178,-9.051157554588894
40.48846714711555,-8.990453966729795
40.64658040317932,-8.93073156052288
40.804693659243085,-8.872481544143527
40.96280691530686,-8.816152541420797
41.12092017137063,-8.762144852738727
41.27903342743439,-8.710805608391068
41.43714668349816,-8.662424814389414
41.595259939561934,-8.617232290724779
41.753373195625706,-8.575395502082555
41.91148645168947,-8.53701828101093
42.06959970775324,-8.50214044354268
42.22771296381701,-8.470738297270426
42.38582621988078,-8.44272604187525
42.54393947594455,-8.417958062108795
42.70205273200832,-8.396232113228734
42.86016598807209,-8.377293398887671
43.018279244135854,-8.360839541475475
43.176392500199626,-8.346526444914995
43.3345057562634,-8.333975049911244
43.49261901232716,-8.32277672922603
43.65073226839093,-8.312484341996493
43.8088455244547,-8.302620059432195
43.96695878051847,-8.292695580388532
44.12507203658224,-8.28223259462133
44.28318529264601,-8.270783409366349
44.44129854870978,-8.257941552794938
44.599411804773545,-8.243326591667554
44.75752506083732,-8.22658560325769
44.91563831690109,-8.207398789334434
45.07375157296485,-8.185484363793861
45.23186482902862,-8.16060271393929
45.389978085092395,-8.132559835410364
45.54809134115616,-8.101210040760964
45.70620459721993,-8.06645794168601
45.8643178532837,-8.02825970489705
46.02243110934747,-7.9866235816467235
46.18054436541124,-7.941609710902066
46.33865762147501,-7.893329196166645
46.49677087753878,-7.841942455951542
46.65488413360254,-7.787656847895183
46.812997389666315,-7.730723566532007
46.971110645730086,-7.6714338147099745
47.12922390179386,-7.610114248656926
47.28733715785762,-7.547121696695774
47.44545041392139,-7.482837512814744
47.603563669985164,-7.417670193790052
47.76167692604893,-7.352054594129894
47.9197901821127,-7.286437341436008
48.07790343817647,-7.221261337786465
48.236016694240234,-7.156950040286899
48.394129950304006,-7.093894633135222
48.55224320636778,-7.032464054922196
48.71035646243155,-6.973009302161568
48.86846971849531,-6.915859430350812
49.02658297455908,-6.861318001512175
49.184696230622855,-6.809660037253345
49.34280948668662,-6.761129477347723
49.50092274275039,-6.715937143834308
49.65903599881416,-6.674259210637204
49.817149254877926,-6.636236178704723
49.9752625109417,-6.601972356668109
50.13337576700547,-6.571535847019875
50.29148902306924,-6.544959037811739
50.449602279133,-6.522239599872193
50.607715535196775,-6.503341989543661
50.765828791260546,-6.488199456939285
50.92394204732431,-6.476716559719314
51.08205530338808,-6.468772182387106
51.24016855945185,-6.464223061104747
51.398281815515624,-6.462907812947506
51.55639507157939,-6.464651146143308
51.71450832764316,-6.469268236316022
51.87262158370693,-6.476570546560996
52.030734839770695,-6.486372281535378
52.188848095834466,-6.498497316924983
52.34696135189824,-6.512786105182534
52.505074607962,-6.529090309585357
52.66318786402577,-6.547263083353304
52.821301120089544,-6.567158818973998
52.979414376153315,-6.588633369020971
53.13752763221708,-6.611544236828681
53.29564088828085,-6.635750737024464
53.45375414434462,-6.661114125917376
53.611867400408386,-6.687497701743952
53.76998065647216,-6.714766874770895
53.92809391253593,-6.742789207254633
54.08620716859969,-6.771434423257832
54.244320424663464,-6.800574388322783
54.402433680727235,-6.830083059001727
54.560546936791006,-6.859836402244068
54.71866019285477,-6.88971228464051
54.87677344891854,-6.919590331524101
55.03488670498231,-6.949351755928186
55.19299996104608,-6.978879157401267
55.35111321710985,-7.0080562906787875
55.50922647317362,-7.03676737183234
55.66733972923738,-7.06489442401641
55.825452985301155,-7.092317090040616
55.983566241364926,-7.118913573744162
56.1416794974287,-7.144561457870358
56.29979275349246,-7.169138398240769
56.45790600955623,-7.1925231421414395
56.616019265620004,-7.214597184005909
56.77413252168377,-7.235245699938469
56.93224577774754,-7.254358272379017
57.09035903381131,-7.2718295197172305
57.24847228987508,-7.287559630856082
57.406585545938846,-7.301454804724689
57.56469880200262,-7.313427594740464
57.72281205806639,-7.323397158220647
57.88092531413015,-7.331289410743109
58.039038570193924,-7.337037085456531
58.197151826257695,-7.340579697339894
58.35526508232146,-7.341863412411304
58.51337833838523,-7.340840821886138
58.671491594449,-7.337470621284532
58.82960485051277,-7.3317171944882
58.98771810657654,-7.32355010274657
59.14583136264031,-7.312943478632267
59.30394461870408,-7.2998753249459085
59.462057874767844,-7.284326340398858
59.620171130831615,-7.266272973093835
59.778284386895386,-7.245683717963416
59.93639764295916,-7.2225218671614515
60.09451089902293,-7.1967480796559515
60.252624155086686,-7.168322565889481
60.41073741115046,-7.137207484957539
60.56885066721423,-7.1033720131314375
60.726963923278,-7.066795838226495
60.88507717934177,-7.0274714573603
61.04319043540554,-6.98540618360332
61.20130369146931,-6.940623862747724
61.35941694753307,-6.893166300194382
61.51753020359684,-6.843094397958079
61.67564345966061,-6.790489001790929
61.833756715724384,-6.7354514584239755
61.991869971788155,-6.678103882927006
62.149983227851926,-6.618589136186552
62.3080964839157,-6.5570705125020865
62.466209739979455,-6.493731137300446
62.624322996043226,-6.428773074968412
62.782436252107,-6.362416146803523
62.94054950817077,-6.294896459083069
63.09866276423454,-6.22646464125129
63.25677602029831,-6.1573837942247724
63.41488927636207,-6.087927210177646
63.57300253242584,-6.018381366744776
63.73111578848961,-5.949051091130588
63.88922904455338,-5.8802518899318414
64.04734230061715,-5.812300949780533
64.20545555668092,-5.745508263989477
64.36356881274469,-5.68016840774766
64.52168206880845,-5.616560624169463
64.67979532487222,-5.554949989729474
64.83790858093599,-5.495584143164516
64.99602183699976,-5.438690282526845
65.15413509306353,-5.384472578121779
65.3122483491273,-5.333110001329787
65.47036160519107,-5.284754569313006
65.62847486125483,-5.239530005606209
65.7865881173186,-5.197530816592218
65.94470137338237,-5.158821783861755
66.10281462944614,-5.123437872457746
66.26092788550991,-5.091384555004061
66.41904114157369,-5.062638551718696
66.57715439763746,-5.037148986311415
66.73526765370121,-5.014838957765808
66.89338090976499,-4.995607528005822
67.05149416582876,-4.979332125446716
67.20960742189253,-4.965871364430471
67.3677206779563,-4.955068280545627
67.52583393402007,-4.946753981831595
67.68394719008383,-4.940751715867382
67.8420604461476,-4.936881352744767
68.00017370221137,-4.934964283925941
68.15828695827514,-4.93482873698556
68.31640021433891,-4.936315421449441
68.47451347040268,-4.939275846697275
68.63262672646646,-4.943562575235475
68.79073998253021,-4.949028169570451
68.94885323859398,-4.955525192208617
69.10696649465775,-4.962906205656385
69.26507975072153,-4.971023772420165
69.4231930067853,-4.97973045500637
69.58130626284907,-4.9888788159214155
69.73941951891284,-4.9983214176717095
69.8975327749766,-5.007910822763664
70.05564603104037,-5.017499593703693
70.21375928710414,-5.026940292998208
70.37187254316791,-5.03608548315362
70.52998579923168,-5.0447877266763435
70.68809905529545,-5.0528995860727886
70.84621231135921,-5.060273623849367
71.00432556742298,-5.066762402512491
71.16243882348675,-5.072218484568573
71.32055207955052,-5.076494432524027
71.4786653356143,-5.079442808885263
71.63677859167807,-5.080916176158691
71.79489184774184,-5.080767096850727
71.9530051038056,-5.0788481334677815
72.11111835986937,-5.075011848516266
