24
# x y
48	0
2	0
4	0
6	0
8	0
10	0
12	0
14	0
16	0
18	0
20	0
22	0
24	0
26	0
28	0
30	0
32	0
34	0
36	0
38	0
40	0
42	0
44	0
46	0
299
# s g t
1	2	0.043375
1	3	0.04175
1	4	0.04
1	5	0.038375
1	6	0.036875
1	7	0.03625
1	8	0.03575
1	9	0.03525
1	10	0.03275
1	11	0.03225
1	12	0.033125
1	13	0.033125
1	14	0.032125
1	15	0.03075
1	16	0.028875
1	17	0.023
1	18	0.021625
1	19	0.024625
1	20	0.021875
1	21	0.02075
1	22	0.02125
1	23	0.020125
1	24	0.01575
23	2	0.04075
23	3	0.039875
23	4	0.037625
23	5	0.038875
23	6	0.0365
23	7	0.036
23	8	0.03475
23	9	0.031625
23	10	0.03225
23	11	0.031375
23	12	0.029375
23	13	0.027625
23	14	0.0265
23	15	0.02575
23	16	0.025125
23	17	0.0235
23	18	0.02175
23	19	0.020125
23	20	0.016875
23	21	0.01675
23	22	0.01175
23	24	0.012125
23	1	0.017625
21	2	0.039
21	3	0.037375
21	4	0.0355
21	5	0.03425
21	6	0.033875
21	7	0.032625
21	8	0.032
21	9	0.030125
21	10	0.029375
21	11	0.027875
21	12	0.02575
21	13	0.02425
21	14	0.023
21	15	0.022
21	16	0.020125
21	17	0.01925
21	18	0.0185
21	19	0.015375
21	20	0.0105
21	22	0.0105
21	23	0.016125
21	24	0.016125
21	1	0.019625
19	2	0.037
19	3	0.03425
19	4	0.03475
19	5	0.033
19	6	0.032375
19	7	0.03125
19	8	0.0295
19	9	0.0285
19	10	0.026625
19	11	0.02525
19	12	0.024125
19	13	0.023625
19	14	0.02275
19	15	0.0205
19	16	0.018
19	17	0.01275
19	18	0.011375
19	20	0.010875
19	21	0.016625
19	22	0.01825
19	23	0.021375
19	24	0.023375
19	1	0.02425
17	2	0.034375
17	3	0.030375
17	4	0.032
17	5	0.031125
17	6	0.0305
17	7	0.028625
17	8	0.0255
17	9	0.026375
17	10	0.025
17	11	0.022625
17	12	0.019625
17	13	0.019875
17	14	0.017
17	15	0.01575
17	16	0.011
17	18	0.011375
17	19	0.01625
17	20	0.01675
17	21	0.01925
17	22	0.021625
17	23	0.02325
17	24	0.0245
17	1	0.026375
15	2	0.031875
15	3	0.030875
15	4	0.0285
15	5	0.027625
15	6	0.025375
15	7	0.0255
15	8	0.0245
15	9	0.0215
15	10	0.01975
15	11	0.018
15	12	0.01675
15	13	0.01475
15	14	0.010625
15	16	0.0115
15	17	0.015875
15	18	0.017
15	19	0.018375
15	20	0.020375
15	21	0.022
15	22	0.022625
15	23	0.026
15	24	0.0275
15	1	0.02775
13	2	0.0305
13	3	0.0295
13	4	0.02775
13	5	0.0255
13	6	0.025625
13	7	0.02325
13	8	0.02275
13	9	0.0205
13	10	0.01775
13	11	0.012125
13	12	0.012125
13	14	0.011875
13	15	0.016875
13	16	0.018
13	17	0.02075
13	18	0.021375
13	19	0.02225
13	20	0.024625
13	21	0.026
13	22	0.027375
13	23	0.027625
13	24	0.030375
13	1	0.031875
11	2	0.030125
11	3	0.029
11	4	0.027375
11	5	0.026125
11	6	0.02475
11	7	0.023875
11	8	0.023375
11	9	0.019625
11	10	0.0145
11	12	0.01425
11	13	0.02
11	14	0.022875
11	15	0.02375
11	16	0.023875
11	17	0.02575
11	18	0.026
11	19	0.0275
11	20	0.0285
11	21	0.0305
11	22	0.031125
11	23	0.032375
11	24	0.034375
11	1	0.036125
9	2	0.026125
9	3	0.0255
9	4	0.023875
9	5	0.021875
9	6	0.021125
9	7	0.01725
9	8	0.01275
9	10	0.013
9	11	0.01775
9	12	0.017625
9	13	0.021125
9	14	0.02275
9	15	0.024125
9	16	0.02475
9	17	0.025
9	18	0.02675
9	19	0.0285
9	20	0.030125
9	21	0.03175
9	22	0.033125
9	23	0.034375
9	24	0.03625
9	1	0.037375
7	2	0.023
7	3	0.021125
7	4	0.018
7	5	0.0165
7	6	0.0115
7	8	0.0115
7	9	0.01825
7	10	0.018
7	11	0.02075
7	12	0.021625
7	13	0.023375
7	14	0.025
7	15	0.026875
7	16	0.02675
7	17	0.029
7	18	0.029375
7	19	0.031375
7	20	0.03225
7	21	0.034125
7	22	0.03525
7	23	0.03625
7	24	0.037125
7	1	0.03875
5	2	0.02125
5	3	0.016375
5	4	0.01175
5	6	0.011625
5	7	0.013625
5	8	0.02
5	9	0.020125
5	10	0.022625
5	11	0.023875
5	12	0.024125
5	13	0.025875
5	14	0.026875
5	15	0.028125
5	16	0.02975
5	17	0.03125
5	18	0.03225
5	19	0.03375
5	20	0.03375
5	21	0.03625
5	22	0.037875
5	23	0.0385
5	24	0.039
5	1	0.04025
3	2	0.01075
3	4	0.010625
3	5	0.011125
3	6	0.0165
3	7	0.021125
3	8	0.021125
3	9	0.024
3	10	0.0255
3	11	0.027
3	12	0.02775
3	13	0.0295
3	14	0.03
3	15	0.030875
3	16	0.03175
3	17	0.035125
3	18	0.032875
3	19	0.036125
3	20	0.03625
3	21	0.039
3	22	0.039625
3	23	0.039
3	24	0.043
3	1	0.04525
2	3	0.01875
2	4	0.017625
2	5	0.022125
2	6	0.02325
2	7	0.025125
2	8	0.025375
2	9	0.027375
2	10	0.0285
2	11	0.03
2	12	0.030375
2	13	0.031875
2	14	0.032625
2	15	0.034375
2	16	0.03525
2	17	0.0375
2	18	0.0375
2	19	0.035875
2	20	0.03875
2	21	0.040625
2	22	0.04175
2	23	0.041625
2	24	0.039875
2	1	0.042
