time,dayl (s),prcp (mm/day),srad (W/m2),tmax (degrees C),tmin (degrees C),pet (mm/day)
1981-01-05,33747.41,0.0,365.82,2.45,-18.01,1.1020115855587298
1981-01-06,33799.61,0.0,207.07,-5.15,-15.36,0.6012751165011052
1981-01-07,33854.92,0.0,386.1,-3.65,-25.56,0.8601619474690274
1981-01-08,33913.28,0.0,373.01,-4.62,-25.09,0.8050905784237286
1981-01-09,33974.66,0.0,382.02,-3.84,-25.0,0.8506960798224777
1981-01-10,34039.02,0.0,391.55,-2.64,-24.59,0.9183562399053515
1981-01-11,34106.31,0.0,412.39,-0.98,-25.16,1.0323022389112926
1981-01-12,34176.5,0.0,416.04,-1.66,-25.99,1.0063505944853326
1981-01-13,34249.53,0.0,397.34,-1.68,-23.67,0.9790999362067762
1981-01-14,34325.36,0.0,427.72,-0.43,-25.84,1.0948015383778609
1981-01-15,34403.94,0.0,432.33,0.32,-25.45,1.146233915752463
1981-01-16,34485.22,0.0,266.16,-5.27,-17.85,0.6861716024766811
1981-01-17,34569.16,0.0,214.03,-4.19,-14.16,0.6628495239895666
1981-01-18,34655.7,0.0,411.29,-1.64,-23.87,1.0169215318309828
1981-01-19,34744.79,0.0,412.45,-1.59,-23.71,1.0249798697973298
1981-01-20,34836.37,0.0,347.64,-4.16,-20.94,0.8317094066388868
1981-01-21,34930.41,0.0,428.83,-1.59,-24.88,1.05619483647924
1981-01-22,35026.84,0.0,441.8,-0.08,-24.55,1.160844445929142
1981-01-23,35125.6,0.0,439.76,2.04,-21.96,1.2820650086711052
1981-01-24,35226.66,0.0,450.48,4.82,-20.29,1.4784825109729396
1981-01-25,35329.94,0.0,374.24,0.05,-17.77,1.0798514078962964
1981-01-26,35435.41,0.0,442.25,-4.26,-27.33,0.9566064835365441
1981-01-27,35543.0,0.0,314.21,-6.55,-20.48,0.7292457707968685
1981-01-28,35652.66,0.0,313.48,-0.41,-14.3,0.9878298373345884
1981-01-29,35764.34,0.0,103.95,-3.15,-7.37,0.5323448287222591
1981-01-30,35877.99,0.0,425.41,-0.64,-21.13,1.1460777919110297
1981-01-31,35993.54,4.0,279.62,-2.59,-19.75,0.9466506739933704
1981-02-01,36110.95,0.0,308.07,-8.18,-20.88,0.67830961365531
1981-02-02,36230.16,0.0,433.59,-10.74,-30.35,0.6829066490136795
1981-02-03,36351.13,0.0,476.93,-6.8,-30.18,0.8955488288589005
1981-02-04,36473.8,0.0,507.63,-1.21,-28.52,1.251346782480752
1981-02-05,36598.11,0.0,490.69,-3.34,-28.15,1.1094663455053737
1981-02-06,36724.03,0.0,454.74,-3.81,-24.8,1.053039399596032
1981-02-07,36851.49,0.0,464.05,-2.62,-24.13,1.1363944461433153
1981-02-08,36980.45,0.0,378.48,-7.5,-23.1,0.8091712942858357
1981-02-09,37110.85,0.0,452.05,-1.98,-21.88,1.1728252365648735
1981-02-10,37242.66,7.94,182.78,-5.06,-14.45,0.7086932641386647
1981-02-11,37375.82,0.0,496.23,-12.11,-34.13,0.6965836638108672
1981-02-12,37510.29,0.0,488.48,-6.04,-27.17,0.9977938130559418
1981-02-13,37646.02,0.0,522.7,-0.02,-24.1,1.4106332979424332
1981-02-14,37782.96,0.0,492.26,0.45,-20.4,1.4110704853864415
1981-02-15,37921.07,0.0,375.75,0.67,-13.43,1.258218100307188
1981-02-16,38060.31,0.0,420.75,0.1,-16.11,1.3072434452671347
1981-02-17,38200.63,0.0,514.69,4.12,-17.99,1.738314018834698
1981-02-18,38341.99,0.0,353.96,0.1,-12.65,1.2140500375267862
1981-02-19,38484.35,0.0,459.5,2.45,-15.19,1.5465962272356322
1981-02-20,38627.66,0.0,497.43,5.94,-13.84,1.8774079083409634
1981-02-21,38771.9,0.0,432.32,0.88,-14.71,1.4166040200416805
1981-02-22,38917.02,0.0,391.41,-5.28,-18.61,1.0084879895312688
1981-02-23,39062.97,0.0,531.96,-0.12,-20.65,1.5110239427957408
1981-02-24,39209.73,0.0,531.37,1.82,-18.55,1.6660538505081492
1981-02-25,39357.26,0.0,543.34,4.78,-16.27,1.9314992594895946
1981-02-26,39505.52,0.0,545.7,7.56,-13.74,2.186410311163921
1981-02-27,39654.47,6.5,314.11,-3.89,-18.13,1.0470266921337161
1981-02-28,39804.08,0.0,483.64,-0.08,-17.04,1.505113074506912
1981-03-01,39954.32,0.0,454.96,1.3,-14.09,1.5660625061722042
1981-03-02,40105.15,2.76,245.01,-1.52,-11.95,1.0512344808270488
1981-03-03,40256.54,6.86,315.53,2.62,-11.26,1.453777017994113
1981-03-04,40408.46,0.0,157.27,-4.73,-9.23,0.6752532052404568
1981-03-05,40560.88,0.0,593.47,-0.71,-22.36,1.6499774914452463
1981-03-06,40713.76,0.0,590.96,2.08,-18.99,1.896680637046978
1981-03-07,40867.08,3.32,265.84,-1.5,-11.82,1.1137402842519757
1981-03-08,41020.8,0.0,458.05,-0.95,-14.33,1.4808327042380274
1981-03-09,41174.9,5.28,439.69,-1.84,-21.7,1.424587373493301
1981-03-10,41329.35,2.4,422.72,-1.47,-19.69,1.4351469113386863
1981-03-11,41484.12,6.03,373.99,-1.49,-16.17,1.3577344086834584
1981-03-12,41639.18,0.0,381.15,-1.01,-11.32,1.3699122452950203
1981-03-13,41794.5,0.0,501.37,-1.0,-15.02,1.6013225667627056
1981-03-14,41950.06,0.0,550.54,-0.88,-16.6,1.698859349856257
1981-03-15,42105.82,0.0,571.25,0.74,-15.59,1.8784084040410796
1981-03-16,42261.77,13.71,493.62,3.15,-19.08,1.9773493609656807
1981-03-17,42417.88,3.98,462.55,5.39,-13.65,2.127443143693067
1981-03-18,42574.11,0.0,592.92,-4.37,-21.0,1.5185838243038396
1981-03-19,42730.45,0.0,665.11,-0.72,-21.27,1.9164795025633794
1981-03-20,42886.87,0.0,587.37,1.24,-15.08,2.016440150764042
1981-03-21,43043.34,9.38,491.28,4.65,-15.86,2.1678245099089253
1981-03-22,43199.83,0.0,619.3,-1.68,-18.93,1.8231701302163583
1981-03-23,43356.32,0.0,593.26,0.07,-15.94,1.9594076732615342
1981-03-24,43512.79,0.0,523.98,1.3,-12.1,1.957056184283313
1981-03-25,43669.21,5.18,514.52,0.64,-20.78,1.8742754199745628
1981-03-26,43825.55,7.3,473.2,1.01,-16.58,1.8557836893086699
1981-03-27,43981.78,0.0,716.2,9.02,-13.25,3.1984247942365873
1981-03-28,44137.89,4.27,442.53,-5.11,-20.29,1.3390657114063387
1981-03-29,44293.84,3.45,474.12,-1.7,-18.61,1.6553820841831641
1981-03-30,44449.6,4.19,407.89,-0.31,-13.63,1.651089815108907
1981-03-31,44605.16,3.56,442.89,-0.98,-15.75,1.6779746605306176
1981-04-01,44760.49,0.0,740.42,0.95,-21.17,2.3526084064054293
1981-04-02,44915.54,6.83,509.33,4.34,-14.55,2.3124363495597575
1981-04-03,45070.31,5.72,468.95,7.69,-8.92,2.555665010607699
1981-04-04,45224.76,5.3,378.84,-4.81,-16.69,1.3022200552625163
1981-04-05,45378.86,3.07,581.65,-1.9,-27.01,1.7953734087701587
1981-04-06,45532.59,0.0,748.3,3.1,-18.76,2.695452115732801
1981-04-07,45685.91,8.14,461.79,6.21,-9.57,2.4342065087109606
1981-04-08,45838.79,0.0,403.57,1.09,-7.99,1.8024971479746161
1981-04-09,45991.21,0.0,659.03,4.46,-12.07,2.7807848500893915
1981-04-10,46143.13,0.0,633.03,7.78,-7.8,3.1270558412990903
1981-04-11,46294.52,0.0,620.5,8.48,-6.74,3.1906135789767327
1981-04-12,46445.35,0.0,649.69,7.23,-8.98,3.1355974591646665
1981-04-13,46595.59,0.0,507.4,7.53,-4.14,2.7562945053927717
1981-04-14,46745.21,0.0,650.85,5.72,-10.25,2.9868371312342146
1981-04-15,46894.16,0.0,380.86,6.93,-1.38,2.256255938879408
1981-04-16,47042.42,0.0,427.83,7.25,-1.97,2.473777381574329
1981-04-17,47189.95,0.0,649.73,9.25,-6.02,3.4740355655683706
1981-04-18,47336.71,0.0,604.11,8.83,-4.74,3.2947572947146777
1981-04-19,47482.67,0.0,669.82,12.1,-3.7,3.9447852622223136
1981-04-20,47627.78,0.0,744.74,11.14,-7.68,4.055506834330745
1981-04-21,47772.02,1.66,584.09,6.33,-6.31,2.98009242346302
1981-04-22,47915.34,0.0,561.14,5.65,-6.22,2.8445259246381944
1981-04-23,48057.7,0.0,706.71,7.32,-9.26,3.478474872670806
1981-04-24,48199.07,0.0,729.61,10.71,-6.76,4.031582288875823
1981-04-25,48339.39,0.0,770.15,12.49,-7.08,4.421574539560277
1981-04-26,48478.63,0.0,767.1,12.58,-6.63,4.448670619203609
1981-04-27,48616.74,0.0,732.59,12.73,-4.83,4.387862839962649
1981-04-28,48753.68,0.0,701.57,11.94,-4.27,4.189692910481925
1981-04-29,48889.41,0.0,779.7,12.83,-7.22,4.569750913675898
1981-04-30,49023.88,0.0,778.09,13.64,-6.47,4.70835535436873
1981-05-01,49157.05,0.0,779.17,15.57,-4.59,5.038572553530008
1981-05-02,49288.86,0.0,756.18,16.11,-2.79,5.067984281382492
1981-05-03,49419.27,18.49,540.54,16.34,-1.47,4.185395296978247
1981-05-04,49548.23,0.0,666.03,9.16,-5.96,3.7654054151937735
1981-05-05,49675.7,0.0,688.92,9.28,-6.36,3.8715484221975203
1981-05-06,49801.61,9.11,432.96,9.12,-3.06,2.896806569786106
1981-05-07,49925.93,0.0,536.49,7.64,-3.21,3.149669355396995
1981-05-08,50048.6,0.0,581.14,4.76,-7.17,2.9773030229079107
1981-05-09,50169.57,0.0,571.09,1.37,-10.11,2.5637677266116565
1981-05-10,50288.79,0.0,680.44,5.43,-9.23,3.3775776555206565
1981-05-11,50406.21,3.88,549.66,10.26,-6.82,3.5341410583751722
1981-05-12,50521.76,4.51,301.74,4.43,-3.22,1.9474238298780635
1981-05-13,50635.41,6.08,422.77,2.75,-8.37,2.2691057601434372
1981-05-14,50747.09,0.0,651.38,8.11,-5.29,3.704282259512243
1981-05-15,50856.76,10.45,542.79,12.45,-4.09,3.826772308351041
1981-05-16,50964.36,6.01,379.22,6.18,-3.77,2.446213414588304
1981-05-17,51069.83,7.07,294.15,3.31,-4.02,1.8515476991699782
1981-05-18,51173.12,0.0,414.37,5.8,-1.91,2.5428155761624174
1981-05-19,51274.18,0.0,597.83,8.97,-2.82,3.6698778243399555
1981-05-20,51372.95,2.45,528.67,14.18,-1.21,4.029363795943082
1981-05-21,51469.38,4.88,504.19,8.96,-5.06,3.2850355144051697
1981-05-22,51563.42,2.68,206.94,2.29,-2.53,1.4140150896074675
1981-05-23,51655.02,0.0,462.53,5.66,-2.68,2.7588291520687287
1981-05-24,51744.11,0.0,680.69,9.29,-4.3,4.079613919187521
1981-05-25,51830.66,0.0,614.02,9.65,-1.9,3.8819333294864258
1981-05-26,51914.6,3.13,472.72,10.57,-1.42,3.3676007806148216
1981-05-27,51995.89,3.41,462.52,11.34,-0.2,3.4108033132235893
1981-05-28,52074.47,4.75,499.82,13.62,0.64,3.8715496335773487
1981-05-29,52150.31,6.48,478.91,12.23,0.32,3.6045063972138136
1981-05-30,52223.35,3.36,469.67,11.06,-0.25,3.4278171718140795
1981-05-31,52293.54,2.27,546.59,14.23,-0.28,4.201043725077252
1981-06-01,52360.84,0.0,756.83,10.33,-4.61,4.593529860762427
1981-06-02,52425.21,0.0,815.11,14.97,-3.44,5.559389691114965
1981-06-03,52486.59,3.43,530.09,14.18,0.59,4.1284692699060495
1981-06-04,52544.96,0.0,595.33,9.94,-0.12,3.9130322224154757
1981-06-05,52600.27,0.0,773.36,14.01,-1.97,5.281484260694811
1981-06-06,52652.48,0.0,788.85,16.27,-1.01,5.720526044108779
1981-06-07,52701.56,0.0,801.95,19.18,0.39,6.271616260791088
1981-06-08,52747.47,0.0,696.18,19.82,5.8,5.87741591827759
1981-06-09,52790.18,0.0,759.04,19.9,3.16,6.217948755922682
1981-06-10,52829.66,0.0,811.76,20.15,-0.23,6.477554651133696
1981-06-11,52865.88,0.0,806.73,20.14,-0.45,6.448806810893719
1981-06-12,52898.81,0.0,801.34,20.27,-0.38,6.446557626253378
1981-06-13,52928.44,0.0,709.08,19.84,4.16,5.955627639911923
1981-06-14,52954.73,0.0,789.63,18.44,-1.56,6.078696366358536
1981-06-15,52977.68,0.0,667.78,6.97,-6.75,3.7913288856921428
1981-06-16,52997.25,0.0,805.29,11.08,-10.15,4.799347624536863
1981-06-17,53013.45,0.0,767.35,17.18,-2.27,5.762713458959255
1981-06-18,53026.25,0.0,740.82,19.62,1.15,6.064802280577871
1981-06-19,53035.64,0.0,726.91,19.03,1.15,5.900503146476083
1981-06-20,53041.63,0.0,763.32,19.82,-0.37,6.190465162248094
1981-06-21,53044.2,0.0,701.85,20.35,2.86,5.983809971661643
1981-06-22,53043.35,0.0,746.12,21.1,0.81,6.316530246684342
1981-06-23,53039.09,0.0,772.69,21.15,-1.32,6.43062898452162
1981-06-24,53031.41,0.0,739.29,22.73,1.99,6.547735100438162
1981-06-25,53020.33,0.0,752.11,20.86,-0.86,6.280164922232161
1981-06-26,53005.84,0.0,730.12,21.39,0.63,6.2643180709406785
1981-06-27,52987.97,0.0,712.02,21.21,1.23,6.141524383837394
1981-06-28,52966.73,6.21,493.87,21.81,3.71,4.976833481701952
1981-06-29,52942.12,0.0,546.97,16.63,3.04,4.572541205047548
1981-06-30,52914.17,0.0,704.75,19.08,-0.99,5.739201232932751
1981-07-01,52882.9,13.85,446.15,20.61,4.76,4.504703821235597
1981-07-02,52848.34,14.38,251.75,14.42,6.44,2.5545906143482804
1981-07-03,52810.5,0.0,642.39,20.57,3.09,5.645879057619923
1981-07-04,52769.41,0.0,649.92,20.11,2.1,5.610066495126932
1981-07-05,52725.11,0.0,706.71,23.87,2.45,6.4978311655241106
1981-07-06,52677.63,0.0,721.77,27.01,4.0,7.086504086205871
1981-07-07,52626.99,0.0,609.71,22.78,5.86,5.757330762355651
1981-07-08,52573.24,0.0,585.2,20.18,4.25,5.2349481313730735
1981-07-09,52516.41,10.92,429.49,19.3,3.57,4.224623793027245
1981-07-10,52456.54,0.0,627.2,17.13,-0.38,5.0064853035870955
1981-07-11,52393.67,5.67,446.19,18.89,2.34,4.274609858614785
1981-07-12,52327.85,5.11,423.9,19.59,4.13,4.204588199793154
1981-07-13,52259.11,0.0,507.36,17.8,4.59,4.430729664393497
1981-07-14,52187.5,5.38,381.45,16.33,3.05,3.566298013596159
1981-07-15,52113.07,10.1,473.6,19.26,0.93,4.468285293565555
1981-07-16,52035.87,8.47,308.76,16.85,6.41,3.120067324889167
1981-07-17,51955.93,6.22,267.79,14.13,5.4,2.6100823470652603
1981-07-18,51873.32,0.0,492.87,17.21,4.68,4.235193217771219
1981-07-19,51788.08,0.0,616.35,19.56,2.42,5.229910249870243
1981-07-20,51700.27,0.0,722.21,21.63,-2.32,6.047704961561179
1981-07-21,51609.93,0.0,713.34,23.87,0.07,6.360352612203817
1981-07-22,51517.12,0.0,679.81,22.03,0.8,5.890271120371227
1981-07-23,51421.89,0.0,638.88,19.28,0.67,5.259386078811477
1981-07-24,51324.29,0.0,640.19,22.46,3.41,5.722218772270078
1981-07-25,51224.37,12.42,336.42,15.74,4.33,3.1583846235511794
1981-07-26,51122.2,10.09,173.56,12.75,7.33,1.828598630456114
1981-07-27,51017.82,0.0,638.35,15.78,-2.22,4.699573281565054
1981-07-28,50911.29,0.0,701.5,19.71,-2.99,5.5417003230035915
1981-07-29,50802.66,0.0,644.5,19.16,0.1,5.192830079851828
1981-07-30,50691.99,0.0,681.55,21.37,-0.46,5.683491171676231
1981-07-31,50579.33,0.0,652.5,21.91,1.69,5.607576591815049
1981-08-01,50464.73,0.0,616.53,20.76,2.25,5.240552857850034
1981-08-02,50348.24,0.0,676.67,22.14,-0.43,5.728902949866475
1981-08-03,50229.93,0.0,657.94,23.02,1.44,5.752293536676273
1981-08-04,50109.83,0.0,637.11,22.5,2.19,5.551430153880527
1981-08-05,49988.01,0.0,700.31,23.87,-1.81,6.057048107265924
1981-08-06,49864.52,0.0,663.45,22.84,0.3,5.703107507369325
1981-08-07,49739.4,0.0,661.85,20.37,-2.08,5.310033346852492
1981-08-08,49612.71,0.0,626.9,19.2,-1.05,4.965993153396239
1981-08-09,49484.5,0.0,610.55,19.29,-0.19,4.88656904197355
1981-08-10,49354.81,7.89,448.57,21.21,1.53,4.3447529973918195
1981-08-11,49223.7,6.34,276.65,9.59,-0.41,2.2221890072609036
1981-08-12,49091.22,5.58,228.76,15.46,7.07,2.3394478123775246
1981-08-13,48957.4,0.0,372.61,12.92,2.73,2.902067367567314
1981-08-14,48822.3,6.42,383.98,16.21,0.97,3.3664238173084744
1981-08-15,48685.96,0.0,356.74,12.08,2.35,2.7275957651378926
1981-08-16,48548.43,7.44,287.95,12.55,1.83,2.4805700341128016
1981-08-17,48409.75,0.0,594.2,17.03,-2.32,4.380459579057435
1981-08-18,48269.97,0.0,626.2,20.0,-1.9,4.906949613838712
1981-08-19,48129.13,0.0,621.86,19.38,-2.22,4.783799148271836
1981-08-20,47987.27,0.0,614.96,21.84,0.38,5.069187568489706
1981-08-21,47844.43,1.9,612.7,21.02,-0.35,4.928627699453345
1981-08-22,47700.65,0.0,421.8,16.64,4.26,3.422657014520197
1981-08-23,47555.97,0.0,606.14,18.84,-2.14,4.569952269375114
1981-08-24,47410.43,5.53,380.89,15.42,-0.69,3.187056332417349
1981-08-25,47264.07,0.0,581.18,18.28,-1.87,4.355157045732872
1981-08-26,47116.92,0.0,578.5,19.29,-0.99,4.454895236362142
1981-08-27,46969.03,0.0,518.58,18.44,-1.68,4.090751627043431
1981-08-28,46820.42,8.02,396.66,21.3,-0.79,3.945545543505586
1981-08-29,46671.13,10.35,327.52,14.33,-1.3,2.8129557093467166
1981-08-30,46521.21,0.0,423.22,15.46,0.65,3.2570074510726332
1981-08-31,46370.67,0.0,376.37,16.75,3.9,3.12187257748416
1981-09-01,46219.56,0.0,492.7,16.48,-1.87,3.6605007556278912
1981-09-02,46067.9,2.29,391.22,18.59,-2.67,3.5530671358465864
1981-09-03,45915.73,0.0,461.76,18.23,1.39,3.6696268109088273
1981-09-04,45763.07,0.0,496.7,17.52,-1.17,3.7444611875092413
1981-09-05,45609.97,4.94,315.52,15.19,0.48,2.7400113015803416
1981-09-06,45456.45,8.68,276.43,13.55,1.33,2.376514965125096
1981-09-07,45302.53,8.13,279.76,12.12,-0.11,2.276115745751796
1981-09-08,45148.25,0.0,484.61,16.83,-0.79,3.538733122890096
1981-09-09,44993.64,0.0,416.4,16.33,2.27,3.1485465831713175
1981-09-10,44838.73,0.0,432.33,14.45,-0.39,3.033646943467184
1981-09-11,44683.53,0.0,385.64,11.04,-1.74,2.517755156101519
1981-09-12,44528.09,0.0,398.35,13.66,0.07,2.788620465307143
1981-09-13,44372.43,0.0,395.58,13.27,-0.21,2.7286249530137328
1981-09-14,44216.57,18.1,308.17,11.69,-2.83,2.334088443392331
1981-09-15,44060.53,0.0,488.66,15.38,-3.77,3.301571664704413
1981-09-16,43904.36,0.0,491.51,16.18,-3.41,3.382169234879881
1981-09-17,43748.07,0.0,538.43,18.49,-6.12,3.8355466128101727
1981-09-18,43591.69,0.0,540.2,18.63,-6.69,3.847437406885593
1981-09-19,43435.25,0.0,512.78,14.93,-7.08,3.291608223889922
1981-09-20,43278.76,0.0,481.51,14.73,-4.8,3.1309992555206962
1981-09-21,43122.27,0.0,368.26,15.4,1.94,2.696299510109219
1981-09-22,42965.78,0.0,451.3,14.99,-2.78,3.0037520900408508
1981-09-23,42809.34,0.0,409.97,14.23,-1.25,2.7498163003733334
1981-09-24,42652.95,0.0,374.16,13.61,-0.06,2.532652438333848
1981-09-25,42496.66,0.0,382.87,12.33,-1.62,2.4479048656117888
1981-09-26,42340.49,0.0,423.02,11.04,-4.88,2.4729102576942883
1981-09-27,42184.46,0.0,514.72,16.12,-7.88,3.298683083820434
1981-09-28,42028.6,0.0,435.23,16.26,-1.14,2.9569706713510815
1981-09-29,41872.93,0.0,379.24,12.74,-1.45,2.4160086907873364
1981-09-30,41717.48,0.0,442.94,12.24,-5.78,2.598344959675545
1981-10-01,41562.29,0.0,498.61,14.57,-9.01,3.0183375461911983
1981-10-02,41407.37,6.11,301.27,12.57,-3.75,2.228981639153271
1981-10-03,41252.76,7.6,221.06,7.83,-3.01,1.5576907288851412
1981-10-04,41098.48,10.2,259.12,8.1,-4.98,1.7165585981297329
1981-10-05,40944.56,0.0,258.94,5.84,-3.33,1.4618077734631265
1981-10-06,40791.04,0.0,432.71,11.44,-6.61,2.4077344266301743
1981-10-07,40637.93,0.0,403.79,11.7,-4.76,2.320152912571242
1981-10-08,40485.27,4.14,312.95,12.64,-5.66,2.242623389407929
1981-10-09,40333.1,0.0,241.33,4.89,-3.94,1.3303313736437345
1981-10-10,40181.44,0.0,372.98,8.73,-6.12,1.9568977222547144
1981-10-11,40030.32,3.51,249.79,8.61,-4.69,1.6689457054735863
1981-10-12,39879.78,6.36,139.04,5.16,-1.75,1.0553187457251203
1981-10-13,39729.85,3.4,204.95,8.16,-2.38,1.4492586146516624
1981-10-14,39580.56,7.68,224.42,7.98,-3.74,1.508498871263989
1981-10-15,39431.95,11.32,185.02,4.27,-4.99,1.167598041884368
1981-10-16,39284.05,5.2,159.03,2.05,-5.69,0.97623660374825
1981-10-17,39136.9,0.0,296.69,4.38,-6.4,1.376442567243015
1981-10-18,38990.53,0.0,408.35,7.03,-9.7,1.8171643591371733
1981-10-19,38844.99,0.0,456.43,8.79,-13.22,2.0863100284810865
1981-10-20,38700.3,0.0,429.04,9.85,-9.33,2.0654115553530508
1981-10-21,38556.52,0.0,427.59,9.64,-9.92,2.0394772528082314
1981-10-22,38413.67,0.0,425.71,9.08,-10.63,1.9829669341215985
1981-10-23,38271.8,0.0,364.57,4.84,-10.03,1.516922159184619
1981-10-24,38130.95,8.52,230.48,6.5,-5.85,1.3720082561033016
1981-10-25,37991.16,0.0,426.21,5.08,-15.6,1.6710876798525784
1981-10-26,37852.47,0.0,420.01,5.78,-14.76,1.6987905445636764
1981-10-27,37714.94,0.0,345.1,7.12,-7.33,1.5707182551271524
1981-10-28,37578.59,5.17,277.23,7.47,-6.83,1.4997010177414698
1981-10-29,37443.48,7.22,123.78,2.37,-3.29,0.8013680800890584
1981-10-30,37309.66,0.0,189.07,-1.54,-7.79,0.7597101027663724
1981-10-31,37177.16,0.0,361.78,-2.51,-15.1,0.9955054788707537
1981-11-01,37046.04,0.0,446.82,3.97,-14.81,1.4936829758718555
1981-11-02,36916.35,0.0,419.35,7.24,-9.82,1.6265809048125588
1981-11-03,36788.12,0.0,442.76,6.7,-13.06,1.6521503856818527
1981-11-04,36661.42,0.0,380.95,7.48,-7.76,1.536950273534391
1981-11-05,36536.3,0.0,408.9,6.18,-11.14,1.5181324252077348
1981-11-06,36412.79,0.0,364.14,4.33,-10.0,1.3055818732548523
1981-11-07,36290.96,0.0,306.67,7.28,-4.22,1.3201110537173852
1981-11-08,36170.86,0.0,289.33,2.89,-7.83,1.0732327016046161
1981-11-09,36052.53,0.0,420.6,6.53,-12.96,1.538429344291078
1981-11-10,35936.03,0.0,397.06,3.54,-13.96,1.3044372020265034
1981-11-11,35821.42,0.0,375.25,4.45,-11.93,1.3068594921744314
1981-11-12,35708.74,0.0,397.27,5.51,-13.24,1.4149584250937086
1981-11-13,35598.06,0.0,406.11,7.35,-13.06,1.549030899658379
1981-11-14,35489.41,0.0,321.36,7.48,-6.66,1.3405524272157932
1981-11-15,35382.87,0.0,243.77,6.02,-4.29,1.1007856990326943
1981-11-16,35278.48,0.0,339.82,7.93,-7.9,1.3987546952149017
1981-11-17,35176.29,0.0,389.37,9.54,-10.96,1.6224766587820716
1981-11-18,35076.36,5.4,228.93,6.66,-7.63,1.232864447934101
1981-11-19,34978.75,0.0,315.67,-4.74,-18.68,0.7613697581097325
1981-11-20,34883.5,0.0,400.16,0.96,-20.65,1.1467169948162441
1981-11-21,34790.67,0.0,206.67,-0.91,-9.56,0.7396656518322663
1981-11-22,34700.32,4.46,193.98,4.1,-7.38,0.996044106748823
1981-11-23,34612.48,0.0,214.19,1.93,-7.08,0.8368771690675043
1981-11-24,34527.23,0.0,262.56,6.31,-4.93,1.0792612973710203
1981-11-25,34444.6,0.0,242.56,8.27,-1.96,1.1061903192963984
1981-11-26,34364.65,0.0,410.01,4.28,-20.9,1.3429081916051455
1981-11-27,34287.43,4.11,236.44,-1.84,-16.79,0.834800211502498
1981-11-28,34212.98,3.87,298.09,3.15,-25.45,1.3234523759546202
1981-11-29,34141.35,6.3,170.51,-2.12,-12.55,0.7080870866776163
1981-11-30,34072.59,3.94,195.34,-3.7,-15.89,0.695787310062036
1981-12-01,34006.75,0.0,277.6,-13.39,-25.84,0.4238323911408641
1981-12-02,33943.86,0.0,380.16,-2.98,-24.2,0.8813776707015393
1981-12-03,33883.97,0.0,170.9,-0.82,-8.3,0.6535733210402658
1981-12-04,33827.12,0.0,347.43,1.75,-15.97,1.0141028758657744
1981-12-05,33773.35,0.0,369.44,2.14,-18.24,1.0825551414985495
1981-12-06,33722.69,0.0,333.71,3.62,-13.4,1.0683124753478341
1981-12-07,33675.19,0.0,371.75,5.7,-16.09,1.2751501595510244
1981-12-08,33630.87,0.0,357.14,4.51,-15.77,1.1780968522971085
1981-12-09,33589.76,0.0,383.15,8.33,-16.74,1.4873423966522203
1981-12-10,33551.9,0.0,252.66,3.43,-8.93,0.9228673511066797
1981-12-11,33517.31,0.0,219.13,0.81,-9.6,0.7736328689202299
1981-12-12,33486.02,0.0,176.39,-1.51,-9.65,0.6355406809532688
1981-12-13,33458.05,0.0,216.97,-2.91,-12.78,0.6407146864621279
1981-12-14,33433.43,7.22,256.77,-3.14,-22.76,0.8210200489582272
1981-12-15,33412.16,11.07,121.65,-3.07,-10.53,0.5700309807376139
1981-12-16,33394.26,5.52,243.21,-2.98,-20.23,0.7880356655073704
1981-12-17,33379.76,0.0,344.1,-8.78,-26.36,0.588378636764566
1981-12-18,33368.65,0.0,390.72,-6.41,-31.07,0.7424518844785377
1981-12-19,33360.95,0.0,312.81,1.44,-14.24,0.9175787139065604
1981-12-20,33356.66,0.0,223.55,1.04,-9.15,0.7643685763290932
1981-12-21,33355.8,5.82,199.48,3.31,-9.76,0.9347914341601624
1981-12-22,33358.34,0.0,207.88,-6.64,-15.94,0.5204467155527118
1981-12-23,33364.31,0.0,351.04,-12.02,-30.51,0.49780110414382894
1981-12-24,33373.68,0.0,392.56,-10.0,-35.19,0.6092673074869991
1981-12-25,33386.46,7.84,215.55,-9.12,-23.81,0.5390737843404239
1981-12-26,33402.63,21.42,152.25,-10.59,-19.85,0.41982339992643797
1981-12-27,33422.18,10.9,80.07,-9.44,-14.01,0.34782438002837757
1981-12-28,33445.11,3.55,77.68,-12.02,-16.18,0.2923524855825246
1981-12-29,33471.38,13.29,253.37,-0.32,-16.75,0.8822977534508083
1981-12-30,33500.98,14.41,116.44,-3.18,-9.55,0.5387513074938562
1981-12-31,33533.89,29.96,118.09,-5.3,-11.51,0.4836187850691194
1982-01-01,33570.26,15.32,94.86,-4.89,-10.35,0.47125280337824305
1982-01-02,33609.73,9.9,272.73,-6.65,-25.32,0.6813812306256424
