time_s,snd01,snd02,snd03,snd04,snd05,snd06,snd07,snd08,snd09,snd10,snd11,snd12,snd13,snd14,snd15,snd16,snd17,snd18,snd19,snd20,snd21,snd22,snd23,snd24,snd25,snd26,snd27,snd28,snd29,snd30,snd31,snd32,snd33,snd34,snd35,snd36,snd37,snd38,snd39,snd40,snd41,snd42,snd43,snd44,snd45,snd46,snd47,snd48,snd49,snd50,snd51,snd52,snd53,snd54,snd55,snd56,snd57,snd58,snd59,snd60,snd61,snd62,snd63,snd64,snd65,snd66,snd67,snd68,snd69,snd70
1.123000e-04,2.317000e-12,2.280000e-12,1.199000e-12,8.311000e-13,1.584000e-12,5.886000e-12,3.259000e-12,1.934000e-12,1.752000e-12,4.558000e-12,1.194000e-12,1.396000e-12,4.301000e-12,2.292000e-12,3.103000e-12,4.368000e-12,3.618000e-12,2.383000e-12,7.324000e-12,1.897000e-11,6.607000e-12,4.621000e-12,7.463000e-12,5.532000e-12,2.543000e-12,3.446000e-12,1.238000e-11,2.216000e-12,5.237000e-12,6.759000e-12,7.451000e-12,3.026000e-12,9.943000e-12,2.522000e-12,4.701000e-12,3.237000e-12,3.973000e-13,6.654000e-12,5.427000e-13,5.347000e-12,4.782000e-12,5.039000e-12,7.640000e-12,6.552000e-12,9.909000e-12,8.922000e-12,5.831000e-12,1.210000e-11,1.992000e-12,3.349000e-12,8.425000e-12,1.063000e-11,3.131000e-13,1.171000e-12,7.248000e-12,9.049000e-12,3.181000e-12,3.606000e-12,6.915000e-12,2.994000e-12,3.247000e-11,3.931000e-12,1.552000e-12,1.300000e-12,1.736000e-12,2.507000e-11,8.332000e-12,1.591000e-12,5.992000e-12,2.123000e-12
1.289000e-04,2.128000e-12,1.943000e-12,1.127000e-12,7.118000e-13,1.427000e-12,5.494000e-12,2.787000e-12,1.738000e-12,1.326000e-12,4.023000e-12,1.037000e-12,1.159000e-12,3.655000e-12,2.088000e-12,2.483000e-12,3.667000e-12,3.066000e-12,2.094000e-12,6.789000e-12,1.757000e-11,5.642000e-12,3.904000e-12,6.439000e-12,4.710000e-12,2.197000e-12,3.127000e-12,1.159000e-11,1.833000e-12,4.381000e-12,5.840000e-12,6.413000e-12,2.493000e-12,8.454000e-12,2.139000e-12,3.907000e-12,2.854000e-12,3.282000e-13,5.979000e-12,4.520000e-13,4.731000e-12,4.060000e-12,4.360000e-12,6.658000e-12,5.823000e-12,8.366000e-12,7.501000e-12,5.111000e-12,1.058000e-11,1.782000e-12,2.842000e-12,7.172000e-12,9.285000e-12,2.685000e-13,1.101000e-12,6.236000e-12,8.041000e-12,2.879000e-12,3.143000e-12,6.093000e-12,2.593000e-12,2.741000e-11,3.586000e-12,1.440000e-12,1.166000e-12,1.533000e-12,2.185000e-11,7.193000e-12,1.227000e-12,5.191000e-12,1.970000e-12
1.481000e-04,1.945000e-12,1.652000e-12,1.051000e-12,5.996000e-13,1.273000e-12,5.111000e-12,2.375000e-12,1.550000e-12,9.829000e-13,3.516000e-12,8.981000e-13,9.373000e-13,3.090000e-12,1.896000e-12,1.965000e-12,3.063000e-12,2.586000e-12,1.814000e-12,6.299000e-12,1.621000e-11,4.782000e-12,3.278000e-12,5.528000e-12,3.998000e-12,1.885000e-12,2.829000e-12,1.085000e-11,1.523000e-12,3.629000e-12,5.009000e-12,5.477000e-12,2.047000e-12,7.143000e-12,1.815000e-12,3.239000e-12,2.512000e-12,2.616000e-13,5.309000e-12,3.749000e-13,4.163000e-12,3.431000e-12,3.755000e-12,5.777000e-12,5.148000e-12,7.008000e-12,6.295000e-12,4.465000e-12,9.201000e-12,1.584000e-12,2.407000e-12,6.089000e-12,8.075000e-12,2.315000e-13,1.029000e-12,5.330000e-12,7.109000e-12,2.583000e-12,2.721000e-12,5.355000e-12,2.226000e-12,2.300000e-11,3.246000e-12,1.327000e-12,1.040000e-12,1.341000e-12,1.894000e-11,6.165000e-12,9.276000e-13,4.457000e-12,1.836000e-12
1.701000e-04,1.758000e-12,1.396000e-12,9.715000e-13,4.954000e-13,1.125000e-12,4.739000e-12,2.012000e-12,1.371000e-12,7.033000e-13,3.058000e-12,7.662000e-13,7.430000e-13,2.577000e-12,1.715000e-12,1.537000e-12,2.544000e-12,2.160000e-12,1.550000e-12,5.848000e-12,1.490000e-11,4.012000e-12,2.738000e-12,4.735000e-12,3.378000e-12,1.607000e-12,2.539000e-12,1.013000e-11,1.261000e-12,2.979000e-12,4.271000e-12,4.642000e-12,1.672000e-12,5.975000e-12,1.526000e-12,2.667000e-12,2.194000e-12,2.028000e-13,4.680000e-12,3.078000e-13,3.636000e-12,2.872000e-12,3.207000e-12,4.980000e-12,4.524000e-12,5.815000e-12,5.245000e-12,3.893000e-12,7.940000e-12,1.401000e-12,2.022000e-12,5.132000e-12,6.983000e-12,2.006000e-13,9.626000e-13,4.520000e-12,6.274000e-12,2.296000e-12,2.338000e-12,4.672000e-12,1.889000e-12,1.912000e-11,2.919000e-12,1.230000e-12,9.222000e-13,1.164000e-12,1.630000e-11,5.229000e-12,6.827000e-13,3.792000e-12,1.720000e-12
1.956000e-04,1.590000e-12,1.183000e-12,8.960000e-13,4.061000e-13,1.006000e-12,4.385000e-12,1.713000e-12,1.223000e-12,4.879000e-13,2.647000e-12,6.477000e-13,5.844000e-13,2.155000e-12,1.557000e-12,1.184000e-12,2.100000e-12,1.801000e-12,1.325000e-12,5.389000e-12,1.362000e-11,3.373000e-12,2.274000e-12,4.055000e-12,2.848000e-12,1.373000e-12,2.280000e-12,9.386000e-12,1.076000e-12,2.429000e-12,3.629000e-12,3.912000e-12,1.354000e-12,4.967000e-12,1.283000e-12,2.205000e-12,1.937000e-12,1.593000e-13,4.100000e-12,2.529000e-13,3.153000e-12,2.404000e-12,2.735000e-12,4.297000e-12,3.952000e-12,4.803000e-12,4.351000e-12,3.380000e-12,6.789000e-12,1.229000e-12,1.703000e-12,4.318000e-12,6.030000e-12,1.750000e-13,9.040000e-13,3.838000e-12,5.519000e-12,2.034000e-12,2.000000e-12,4.072000e-12,1.602000e-12,1.581000e-11,2.622000e-12,1.152000e-12,8.129000e-13,9.993000e-13,1.398000e-11,4.440000e-12,4.858000e-13,3.196000e-12,1.575000e-12
2.245000e-04,1.443000e-12,1.006000e-12,8.243000e-13,3.431000e-13,9.116000e-13,4.042000e-12,1.463000e-12,1.104000e-12,3.281000e-13,2.301000e-12,5.612000e-13,4.642000e-13,1.818000e-12,1.415000e-12,9.036000e-13,1.727000e-12,1.504000e-12,1.143000e-12,4.933000e-12,1.239000e-11,2.856000e-12,1.893000e-12,3.468000e-12,2.399000e-12,1.171000e-12,2.049000e-12,8.598000e-12,9.479000e-13,1.971000e-12,3.067000e-12,3.281000e-12,1.085000e-12,4.120000e-12,1.082000e-12,1.831000e-12,1.732000e-12,1.280000e-13,3.590000e-12,2.089000e-13,2.719000e-12,2.026000e-12,2.331000e-12,3.710000e-12,3.425000e-12,3.955000e-12,3.598000e-12,2.927000e-12,5.751000e-12,1.060000e-12,1.440000e-12,3.632000e-12,5.195000e-12,1.539000e-13,8.408000e-13,3.264000e-12,4.841000e-12,1.809000e-12,1.703000e-12,3.541000e-12,1.355000e-12,1.301000e-11,2.354000e-12,1.074000e-12,7.118000e-13,8.509000e-13,1.195000e-11,3.781000e-12,3.347000e-13,2.659000e-12,1.403000e-12
2.581000e-04,1.305000e-12,8.395000e-13,7.468000e-13,2.950000e-13,8.125000e-13,3.709000e-12,1.240000e-12,9.909000e-13,2.109000e-13,1.982000e-12,5.039000e-13,3.639000e-13,1.524000e-12,1.272000e-12,6.877000e-13,1.413000e-12,1.251000e-12,9.862000e-13,4.486000e-12,1.121000e-11,2.397000e-12,1.581000e-12,2.950000e-12,2.015000e-12,9.884000e-13,1.831000e-12,7.801000e-12,8.366000e-13,1.584000e-12,2.571000e-12,2.735000e-12,8.610000e-13,3.399000e-12,9.133000e-13,1.507000e-12,1.540000e-12,1.036000e-13,3.116000e-12,1.713000e-13,2.333000e-12,1.697000e-12,1.971000e-12,3.178000e-12,2.942000e-12,3.233000e-12,2.963000e-12,2.524000e-12,4.836000e-12,8.931000e-13,1.214000e-12,3.040000e-12,4.440000e-12,1.368000e-13,7.670000e-13,2.762000e-12,4.201000e-12,1.595000e-12,1.433000e-12,3.047000e-12,1.132000e-12,1.062000e-11,2.092000e-12,9.825000e-13,6.186000e-13,7.177000e-13,1.014000e-11,3.197000e-12,2.267000e-13,2.173000e-12,1.227000e-12
2.963000e-04,1.169000e-12,6.801000e-13,6.599000e-13,2.540000e-13,7.063000e-13,3.388000e-12,1.041000e-12,8.699000e-13,1.284000e-13,1.677000e-12,4.613000e-13,2.816000e-13,1.261000e-12,1.127000e-12,5.233000e-13,1.149000e-12,1.040000e-12,8.467000e-13,4.035000e-12,1.006000e-11,1.973000e-12,1.323000e-12,2.490000e-12,1.681000e-12,8.273000e-13,1.623000e-12,7.025000e-12,7.333000e-13,1.256000e-12,2.134000e-12,2.262000e-12,6.772000e-13,2.790000e-12,7.662000e-13,1.225000e-12,1.351000e-12,8.501000e-14,2.669000e-12,1.392000e-13,1.989000e-12,1.395000e-12,1.646000e-12,2.692000e-12,2.502000e-12,2.620000e-12,2.433000e-12,2.164000e-12,4.042000e-12,7.341000e-13,1.024000e-12,2.522000e-12,3.756000e-12,1.226000e-13,6.877000e-13,2.325000e-12,3.605000e-12,1.379000e-12,1.192000e-12,2.594000e-12,9.382000e-13,8.598000e-12,1.834000e-12,8.779000e-13,5.330000e-13,6.004000e-13,8.513000e-12,2.680000e-12,1.520000e-13,1.733000e-12,1.053000e-12
3.403000e-04,1.033000e-12,5.414000e-13,5.684000e-13,2.235000e-13,6.063000e-13,3.079000e-12,8.657000e-13,7.476000e-13,7.366000e-14,1.401000e-12,4.335000e-13,2.202000e-13,1.035000e-12,9.858000e-13,3.984000e-13,9.285000e-13,8.631000e-13,7.240000e-13,3.618000e-12,8.969000e-12,1.602000e-12,1.110000e-12,2.085000e-12,1.391000e-12,6.919000e-13,1.424000e-12,6.270000e-12,6.363000e-13,9.820000e-13,1.756000e-12,1.854000e-12,5.279000e-13,2.280000e-12,6.321000e-13,9.850000e-13,1.170000e-12,7.042000e-14,2.268000e-12,1.139000e-13,1.684000e-12,1.125000e-12,1.361000e-12,2.254000e-12,2.106000e-12,2.104000e-12,1.992000e-12,1.849000e-12,3.357000e-12,5.865000e-13,8.631000e-13,2.076000e-12,3.142000e-12,1.103000e-13,6.068000e-13,1.943000e-12,3.069000e-12,1.176000e-12,9.854000e-13,2.185000e-12,7.729000e-13,6.894000e-12,1.593000e-12,7.725000e-13,4.550000e-13,4.967000e-13,7.084000e-12,2.228000e-12,1.007000e-13,1.343000e-12,8.821000e-13
3.912000e-04,8.981000e-13,4.276000e-13,4.769000e-13,1.974000e-13,5.153000e-13,2.785000e-12,7.092000e-13,6.338000e-13,3.952000e-14,1.147000e-12,4.129000e-13,1.720000e-13,8.458000e-13,8.517000e-13,3.045000e-13,7.425000e-13,7.113000e-13,6.160000e-13,3.213000e-12,7.940000e-12,1.288000e-12,9.335000e-13,1.733000e-12,1.138000e-12,5.768000e-13,1.230000e-12,5.545000e-12,5.448000e-13,7.577000e-13,1.431000e-12,1.505000e-12,4.050000e-13,1.855000e-12,5.111000e-13,7.826000e-13,9.976000e-13,5.768000e-14,1.898000e-12,9.323000e-14,1.413000e-12,8.964000e-13,1.119000e-12,1.868000e-12,1.752000e-12,1.673000e-12,1.626000e-12,1.569000e-12,2.774000e-12,4.546000e-13,7.261000e-13,1.695000e-12,2.604000e-12,9.867000e-14,5.254000e-13,1.612000e-12,2.586000e-12,9.964000e-13,8.066000e-13,1.821000e-12,6.312000e-13,5.473000e-12,1.373000e-12,6.666000e-13,3.834000e-13,4.051000e-13,5.840000e-12,1.839000e-12,6.443000e-14,1.017000e-12,7.236000e-13
