56
# x y z
21.375 2965.981 0.0
22.875 2964.563 0.0
24.375 2963.821 0.0
25.875 2963.132 0.0
27.375 2962.38 0.0
28.875 2961.36 0.0
30.375 2960.586 0.0
31.875 2959.859 0.0
33.375 2959.2 0.0
34.875 2958.635 0.0
36.375 2958.012 0.0
37.875 2957.277 0.0
39.375 2956.528 0.0
40.875 2955.697 0.0
42.375 2954.975 0.0
43.875 2954.283 0.0
45.375 2953.512 0.0
46.875 2952.847 0.0
48.375 2951.95 0.0
49.875 2951.131 0.0
51.375 2950.357 0.0
52.875 2949.624 0.0
54.375 2948.811 0.0
55.875 2948.158 0.0
57.375 2947.454 0.0
58.875 2946.845 0.0
60.375 2946.19 0.0
61.875 2945.65 0.0
63.375 2945.17 0.0
64.875 2944.684 0.0
66.375 2944.204 0.0
67.875 2943.74 0.0
69.375 2943.484 0.0
70.875 2943.148 0.0
72.375 2942.711 0.0
73.875 2942.282 0.0
75.375 2941.835 0.0
76.875 2941.254 0.0
78.375 2940.771 0.0
79.875 2940.297 0.0
81.375 2939.781 0.0
82.875 2939.288 0.0
84.375 2939.127 0.0
85.875 2939.202 0.0
87.375 2939.147 0.0
88.875 2939.03 0.0
90.375 2938.745 0.0
91.875 2938.389 0.0
93.375 2938.393 0.0
94.875 2938.589 0.0
96.375 2938.645 0.0
97.875 2938.588 0.0
99.375 2938.778 0.0
100.875 2938.937 0.0
102.375 2939.046 0.0
103.875 2939.099 0.0
930
# a b m n r rhoa k
30 33 31 32 225.187338 2201.1007653319157 9.77453166275235
30 36 32 34 61.9675947 1254.5433163603443 20.24515107345847
30 39 33 36 27.8912945 859.062922182573 30.80039623770682
30 42 34 38 20.3116404 854.072334710658 42.048417453799445
30 45 35 40 14.5562295 720.6848305465903 49.51040587444642
30 48 36 42 10.2333227 569.0499934200697 55.607548994821556
30 51 37 44 7.9687101 524.6902445332162 65.84381135075
30 54 38 46 7.13974519 548.9677237837296 76.8889798129798
31 34 32 33 217.27005 2150.684883791156 9.898671647524159
31 37 33 35 52.4428306 1021.9324064433171 19.486598925941976
31 40 34 37 33.4801769 997.0210646280398 29.779444344215513
31 43 35 39 22.0023618 900.3215621151726 40.91931449446362
31 46 36 41 12.9804131 593.0328211190281 45.68674483241432
31 49 37 43 8.8909084 489.58917695048217 55.06627162534732
31 52 38 45 7.77111207 519.773873102226 66.88539148840586
31 55 39 47 7.31879881 546.195843671965 74.62916495609544
32 35 33 34 179.178637 1721.5961071058757 9.608266565315349
32 38 34 36 64.3382466 1272.4761166011901 19.777911022542384
32 41 35 38 34.2020727 1023.9708496599413 29.938853666606622
32 44 36 40 17.50088 683.2835017484294 39.04280823298197
32 47 37 42 11.2164791 497.9052022195721 44.39050773246411
32 50 38 44 8.78008492 490.33561670171184 55.84634102852297
32 53 39 46 7.78803902 525.2770601845574 67.44663949880382
33 36 34 35 213.519641 2061.146462825263 9.653193744482095
33 39 35 37 67.1723164 1328.3722068721263 19.775590273854636
33 42 36 39 28.1885774 861.2618287402478 30.553575532344805
33 45 37 41 14.5641737 538.6959105143463 36.987742772825236
33 48 38 43 10.0471826 461.080791446857 45.891550875850214
33 51 39 45 8.84954632 510.7153685328769 57.71090969699302
33 54 40 47 8.3463782 558.2688608711483 66.88755859052112
34 37 35 36 221.024397 2231.0971178969044 10.094347719889512
34 40 36 38 48.0820899 931.6237289857288 19.37569125891362
34 43 37 40 21.8222025 664.3098114645311 30.441923149807227
34 46 38 42 13.1220382 462.7457427532907 35.26477637851189
34 49 39 44 10.5433469 501.6546948266174 47.58021334066296
34 52 40 46 9.06378523 540.9086677332452 59.67801023604409
34 55 41 48 8.35903055 558.0213029476722 66.75670098462221
35 38 36 37 115.566325 1126.8428993405294 9.75061636112881
35 41 37 39 36.1875442 731.7289827180855 20.220465325693073
35 44 38 41 17.8944988 513.1079797535793 28.67406265402523
35 47 39 43 12.3517314 444.1655922421235 35.95978392487741
35 50 40 45 10.7718044 530.1768252189702 49.21894285594066
35 53 41 47 9.70933003 586.226111389532 60.377606856312816
36 39 37 38 122.384683 1209.9019624724983 9.886057085039788
36 42 38 40 29.8399261 630.273863867426 21.121830588830647
36 45 39 42 18.4361101 494.3613986548183 26.81484304299193
36 48 40 44 14.797666 573.251140258328 38.739294444024345
36 51 41 46 11.9688639 626.2976892927007 52.32724630553287
36 54 42 48 10.7638008 649.9132435361101 60.37953094933809
37 40 38 39 58.2849158 588.1529649896279 10.090997935174641
37 43 39 41 28.6964082 562.6565472808182 19.607211584090102
37 46 40 43 17.4997489 463.9210013818655 26.510151890343153
37 49 41 45 14.8658715 624.239783416575 41.99146907845766
37 52 42 47 12.6954048 676.7992682154675 53.31057015334142
37 55 43 49 11.6183858 694.495545626766 59.77556242165465
38 41 39 40 45.4416276 462.5870639116595 10.179808434318923
38 44 40 42 27.1534299 487.6489312589918 17.95901781303112
38 47 41 44 19.1512222 560.2712408480517 29.2551167229448
38 50 42 46 14.7718134 653.791004249353 44.25935980543547
38 53 43 48 13.325275 682.934805713633 51.25108530320259
39 42 40 41 52.1857022 511.5050747942787 9.801632501445553
39 45 41 43 24.1916582 446.67644929618405 18.464069126777925
39 48 42 45 19.7148529 659.5000696638738 33.45193966239909
39 51 43 47 17.2718824 744.1206604367121 43.08277715211355
39 54 44 49 13.9870847 690.7744331416226 49.386591127286344
40 43 41 42 56.5118809 544.2068285860986 9.629954266592081
40 46 42 44 27.731747 556.6331571191647 20.07205521957072
40 49 43 46 21.7069776 750.746373959468 34.58548618760578
40 52 44 48 16.1962977 649.9475921062198 40.129392787477585
40 55 45 50 15.0067367 719.2229341005129 47.92667109968771
41 44 42 43 41.1567554 397.1270979108789 9.649135216107897
41 47 43 45 32.813797 697.6423150086521 21.260639693987624
41 50 44 47 21.0625763 641.8920554525841 30.4754768034993
41 53 45 49 17.398174 649.4689897645945 37.32972148482907
42 45 43 44 62.7370204 598.5201939206529 9.540143763675664
42 48 44 46 29.3581808 614.4333605939905 20.928863568889476
42 51 45 48 21.5679334 577.5075297187027 26.77621072952231
42 54 46 50 20.0771606 716.9882597480573 35.71163642273486
43 46 44 45 53.462207 503.7668795885294 9.422859770613835
43 49 45 47 29.9251913 563.9874126756487 18.846576685899034
43 52 46 49 23.3249219 608.3837057834152 26.082990047800124
43 55 47 51 18.7244696 672.6859699162189 35.925501992121525
44 47 45 46 59.1883574 581.7429156359809 9.828671400770803
44 50 46 48 30.8580543 525.57643236503 17.032066482721497
44 53 47 50 27.6909532 773.6243778852661 27.93780236807688
45 48 46 47 69.7486463 655.6099524237507 9.399608267719895
45 51 47 49 39.2498159 714.5329184037928 18.204745729872144
45 54 48 51 27.6310836 817.9216567229681 29.601504905257066
46 49 47 48 66.4376792 628.7023132728946 9.463038457142472
46 52 48 50 48.2588311 1013.0695007686307 20.99241688364538
46 55 49 52 27.3499263 804.3158565765435 29.4083372567093
47 50 48 49 87.9049856 843.0407317809338 9.590363117935985
47 53 49 51 45.0837725 912.9130583661079 20.249260604047894
48 51 49 50 133.411323 1323.4201478253553 9.919848765950363
48 54 50 52 44.0627221 796.8658735120526 18.084808099317417
49 52 50 51 110.253811 1029.330808432751 9.336011146433306
49 55 51 53 50.715265 920.376095500945 18.147910604449073
50 53 51 52 158.907243 1473.0120195213258 9.269634232602764
51 54 52 53 146.555843 1409.9594233249666 9.620629204971149
52 55 53 54 122.7535 1156.53654160255 9.421617645138834
3 2 4 1 434.418318 4672.76285576991 10.756366990422144
5 3 7 1 189.16254 4141.571198479203 21.894246072606148
7 4 10 1 110.180544 3254.3407440370415 29.536437431612622
9 5 13 1 67.5970483 2718.8976251990134 40.22213533840077
11 6 16 1 54.5779152 2887.6818357191983 52.909346667737836
13 7 19 1 35.0534347 2236.284384941685 63.79644117846418
15 8 22 1 24.8331692 1874.605254912323 75.4879588591666
17 9 25 1 20.2711555 1761.092396811224 86.87676421855795
19 10 28 1 16.1700482 1551.1177207550415 95.9253616049853
21 11 31 1 12.2960863 1285.364057321693 104.53440435935238
23 12 34 1 11.2310163 1243.5572764045235 110.72526681352278
25 13 37 1 9.88344369 1165.4503975884732 117.91946553686219
27 14 40 1 9.14783018 1157.2405660686948 126.50437790141562
29 15 43 1 8.13214298 1125.549316546853 138.40746766442777
31 16 46 1 7.39002183 1076.2315742977175 145.633071059239
4 3 5 2 420.630484 4746.47134605776 11.284182974379382
6 4 8 2 160.829241 3214.9543245061077 19.98986194622474
8 5 11 2 97.4146936 2861.188006572153 29.371215992534342
10 6 14 2 73.794393 3102.4846917537843 42.04228215216547
12 7 17 2 48.7367392 2607.8786038627877 53.50950118268864
14 8 20 2 31.2316971 2010.1822696106456 64.36352988357605
16 9 23 2 24.9921516 1887.1055360802293 75.50792609949714
18 10 26 2 18.7985994 1620.9490640698932 86.22711881768666
20 11 29 2 14.0568794 1332.4003593871955 94.78635488522407
22 12 32 2 12.5631724 1295.1758927724718 103.09306053719934
24 13 35 2 11.5014332 1264.0664943384338 109.90512854853897
26 14 38 2 10.1322996 1191.3728470831575 117.581683735759
28 15 41 2 8.8493922 1129.0102786505413 127.5805448707021
30 16 44 2 7.77312077 1074.6316947947903 138.24971032770796
32 17 47 2 7.06870285 1035.8710645814797 146.54330314386885
5 4 6 3 396.331877 4037.8791582076715 10.188126145118707
7 5 9 3 165.231909 3366.6373416345014 20.375225112447872
9 6 12 3 94.7880709 2919.046956082868 30.795509691957115
11 7 15 3 72.1406466 3144.781848929021 43.59237125175728
13 8 18 3 41.5518355 2248.606099242347 54.115686399517706
15 9 21 3 30.8318101 2003.2949871946334 64.97493921690422
17 10 24 3 22.687298 1728.8045362846321 76.20142937623653
19 11 27 3 16.3298454 1401.1842930269547 85.80511687066888
21 12 30 3 14.3297758 1355.7502135094705 94.61070657570724
23 13 33 3 12.821234 1315.3410542149081 102.59083128932114
25 14 36 3 11.4911866 1258.3034498495535 109.5016114218834
27 15 39 3 9.86477692 1156.2118188645834 117.206078580496
29 16 42 3 8.55364439 1108.4316297417854 129.5858910194635
31 17 45 3 7.60519772 1043.1903870635088 137.16808233928583
33 18 48 3 6.65750134 997.4167803084675 149.81848735286437
6 5 7 4 334.088461 3643.253297271701 10.905055763873571
8 6 10 4 171.239021 3568.833820771965 20.841241674536114
10 7 13 4 92.1565314 3047.299303504939 33.06655813984921
12 8 16 4 59.141956 2665.3009174123226 45.066161109252505
14 9 19 4 38.3041486 2086.554018161134 54.47331671434499
16 10 22 4 27.575138 1797.4863034289287 65.18503383116084
18 11 25 4 19.111374 1456.6988442545337 76.22156545387755
20 12 28 4 16.2238115 1386.8688612568112 85.48354135258606
22 13 31 4 14.6244138 1386.4948175495722 94.80686450143884
24 14 34 4 13.2336963 1350.7397517282786 102.06821443592284
26 15 37 4 10.9873863 1195.9312634740165 108.84583747401476
28 16 40 4 9.31587457 1099.3874484551761 118.0122639258738
30 17 43 4 8.18152871 1063.3659779857626 129.97155124396826
32 18 46 4 7.1577428 987.6978405149514 137.99012735061552
34 19 49 4 6.39877048 976.75211120577 152.64684274247793
7 6 8 5 340.181631 3626.483948366778 10.660434361803556
9 7 11 5 129.64839 2712.7871093646477 20.924186635596843
11 8 14 5 91.2819793 3065.2580742137434 33.58010088869472
13 9 17 5 53.4439031 2310.5053879319985 43.23234745053638
15 10 20 5 33.8982083 1815.031719160493 53.543588590211506
17 11 23 5 23.0174909 1493.6337554058932 64.89124995834769
19 12 26 5 18.7125406 1398.9891694630119 74.76211805589946
21 13 29 5 16.3967568 1389.7173146675775 84.75562159143433
23 14 32 5 14.4585648 1353.4960500140457 93.6120609988929
25 15 35 5 12.4587294 1248.2223284467948 100.18857367965587
27 16 38 5 10.2410784 1102.3422060571913 107.63927029961917
29 17 41 5 8.7941206 1038.995959968755 118.14665811710098
31 18 44 5 7.64962838 984.743664939303 128.7309155453775
33 19 47 5 6.83096136 957.7464228990201 140.20668137683919
35 20 50 5 6.28594666 964.0950975710749 153.37309552847447
8 7 9 6 369.313816 3779.4846962109837 10.23380261574342
10 8 12 6 120.305978 2590.5887743084527 21.533333732663333
12 9 15 6 79.9928892 2627.5964305382577 32.84787506510339
14 10 18 6 42.0031262 1745.5661615667448 41.558005784025305
16 11 21 6 27.7296323 1452.5665463983173 52.38318816071418
18 12 24 6 21.956184 1402.2613372608866 63.86635023922584
20 13 27 6 18.2531027 1351.8754979322239 74.06277826575884
22 14 30 6 16.5386236 1377.8661690675754 83.31202174935375
24 15 33 6 13.7928387 1258.6047569771388 91.25059636760189
26 16 36 6 11.4484791 1123.4329600443907 98.12945022927899
28 17 39 6 9.45159919 1004.1583529092921 106.24216418018591
30 18 42 6 8.09418542 963.2311721465339 119.00285478591543
32 19 45 6 7.23272574 929.7157031640752 128.5429223483974
34 20 48 6 6.58411027 938.6615974425456 142.56468360189623
36 21 51 6 6.25317 964.8851164034551 154.3033559624087
9 8 10 7 256.090733 2639.7231583915964 10.307765249715601
11 9 13 7 147.021488 3168.9332446079843 21.55421828275867
13 10 16 7 66.3833803 2073.8539346057755 31.24055938750946
15 11 19 7 34.6203415 1426.3370754172963 41.1993935824491
17 12 22 7 28.1831579 1484.66784835485 52.67925807401625
19 13 25 7 22.3515889 1412.7347437796304 63.20511486230988
21 14 28 7 18.899867 1391.176437776847 73.60773691036276
23 15 31 7 15.6348222 1286.3665893282673 82.27574147458276
25 16 34 7 13.0863043 1174.239460452784 89.73041078165849
27 17 37 7 10.7130217 1030.5745433529576 96.19830634273406
29 18 40 7 8.77879579 933.057038511331 106.2853107454879
31 19 43 7 7.81896539 931.7692432321671 119.16784341107912
33 20 46 7 7.05893814 914.7427241329016 129.58644855512242
35 21 49 7 6.4064574 921.1536798852176 143.78518772094193
37 22 52 7 6.10999281 949.2853547817233 155.36603467487933
10 9 11 8 340.107768 3536.1168734678877 10.397048248153766
12 10 14 8 130.394851 2734.080341806532 20.96770172164645
14 11 17 8 50.2114311 1503.8682905214691 29.950715555714744
16 12 20 8 40.0363991 1635.5032495148398 40.85040828546541
18 13 23 8 30.4667609 1607.884415437449 52.77503639835402
20 14 26 8 23.6664329 1489.272226475983 62.92761705022234
22 15 29 8 19.2793021 1389.6165030746943 72.07815385986893
24 16 32 8 15.2055527 1234.112154494155 81.16193990726525
26 17 35 8 12.4896937 1093.524308503406 87.55413341348843
28 18 38 8 9.74650064 934.3847950847827 95.86874608616274
30 19 41 8 8.44885968 910.7151472333614 107.79148686646923
32 20 44 8 7.64099063 913.2395958239591 119.51848131293404
34 21 47 8 6.79984669 894.244570978535 131.50951951514293
36 22 50 8 6.34978374 922.2643940251148 145.2434337590708
38 23 53 8 6.04724312 938.3666857488295 155.17264100816067
11 10 12 9 373.845506 3824.956289773148 10.231382291307115
13 11 15 9 82.1404284 1666.8220314677615 20.292346460026028
15 12 18 9 51.3303964 1551.8512005115224 30.232597239625495
17 13 21 9 39.698009 1677.0595198218234 42.245431498134415
19 14 24 9 29.8768871 1582.5438279835412 52.96883248534755
21 15 27 9 22.251254 1401.508427937916 62.985592988957656
23 16 30 9 17.6728883 1269.2164036365918 71.81714624635475
25 17 33 9 14.106823 1123.3186076350255 79.6294536080183
27 18 36 9 11.2301285 972.3276491869836 86.58205907323178
29 19 39 9 9.20350461 889.465562816271 96.64422418497284
31 20 42 9 8.26080533 905.1705312526666 109.57412686695845
33 21 45 9 7.29645876 880.7844879127229 120.71396781426101
35 22 48 9 6.49349464 876.1478804675638 134.92701989318402
37 23 51 9 6.40819277 938.5909941179339 146.4673470049082
39 24 54 9 5.94464193 923.0737902550932 155.27828271653246
12 11 13 10 210.395941 2244.6739849605046 10.668808410902303
14 12 16 10 84.2495436 1712.94220499452 20.331768360992285
16 13 19 10 60.9271095 1910.2478116647644 31.353002421110496
18 14 22 10 43.6444638 1890.62710882743 43.31883002369318
20 15 25 10 29.2638715 1547.5341008513162 52.88206999034001
22 16 28 10 22.1170114 1386.7084156027233 62.698725000554255
24 17 31 10 17.4182188 1242.1572489914179 71.31367812370218
26 18 34 10 13.4410476 1060.6765080782848 78.91323203693474
28 19 37 10 10.5257358 918.0717343439353 87.22162058674657
30 20 40 10 9.09716626 891.2889061106773 97.97434504738592
32 21 43 10 8.04211996 895.0174495991972 111.29123341243931
34 22 46 10 6.90153369 847.8431481775825 122.84851255686365
36 23 49 10 6.76778466 931.315149526344 137.61004469169148
38 24 52 10 6.11742715 904.316026873093 147.82620286260263
40 25 55 10 5.84811296 904.2040555394403 154.61467001817974
13 12 14 11 297.354095 3082.50990669893 10.366461933873587
15 13 17 11 103.159872 2149.74783239052 20.838992824559927
17 14 20 11 69.7660668 2295.4819166561897 32.90255595512788
19 15 23 11 44.1140538 1894.8678794839216 42.953837071394275
21 16 26 11 28.5400689 1520.362689297372 53.27116394233274
23 17 29 11 21.6270816 1336.0067079834068 61.77471064720109
25 18 32 11 15.97355 1136.2184467639504 71.13124175677608
27 19 35 11 13.1082778 1029.9865613046209 78.57527716605311
29 20 38 11 10.3241628 908.968064553142 88.04278682559539
31 21 41 11 8.90796165 885.4597198519986 99.40093532531075
33 22 44 11 7.63278585 865.9681252030894 113.45374313142682
35 23 47 11 7.02025284 881.2643589238494 125.53171217745619
37 24 50 11 6.5765008 911.0666335875535 138.53364597591982
39 25 53 11 6.23626772 923.210703639622 148.03897861518075
14 13 15 12 185.688852 1949.8752535770323 10.50076637652449
16 14 18 12 108.163556 2296.7453701192608 21.234003901640037
18 15 21 12 60.0088348 1961.001313132439 32.678543412285
20 16 24 12 35.6404747 1527.615061701996 42.86180457921892
22 17 27 12 25.4879066 1329.0037138299724 52.14252134108073
24 18 30 12 18.8653512 1158.1629668716237 61.391010143061834
26 19 33 12 14.4102757 1015.0176804185802 70.43707570553839
28 20 36 12 11.5589338 906.3425117782438 78.41056341876823
30 21 39 12 9.3122177 823.2743788266858 88.40798243222835
32 22 42 12 8.00132681 819.4746047223915 102.41733954651347
34 23 45 12 7.17409088 822.6845039589391 114.67439118347761
36 24 48 12 6.70928615 864.6394010088484 128.87204117964896
38 25 51 12 6.36739315 885.8081176040033 139.11629088020163
40 26 54 12 6.04264656 890.6436977726718 147.39298235120867
15 14 16 13 219.132073 2354.482408537225 10.744581458585596
17 15 19 13 93.3551315 2031.5120451881123 21.761118136158508
19 16 22 13 49.8810901 1605.8231211663276 32.19302380816107
21 17 25 13 31.1244374 1301.7901465820626 41.82533903671661
23 18 28 13 21.1027367 1087.1086140062755 51.5150536852538
25 19 31 13 16.4739199 1014.0807251431089 61.556735209275175
27 20 34 13 13.434624 933.1148869251256 69.45597338080512
29 21 37 13 10.038033 785.1089623203995 78.21342710473252
31 22 40 13 8.36400721 743.9492933021373 88.94651506429504
33 23 43 13 7.58617623 793.2791209578862 104.5690341098082
35 24 46 13 6.55920746 758.2802382772477 115.60546649903458
37 25 49 13 6.62057396 858.8022377146137 129.7171881023158
39 26 52 13 6.16054394 860.5902309796502 139.6938710869174
41 27 55 13 5.83279681 842.9426793479643 144.51775139891498
16 15 17 14 271.400678 2738.7087313823467 10.091016542642338
18 16 20 14 89.7340889 1944.6688198217691 21.67146113211129
20 17 23 14 47.4782819 1476.1389000293686 31.09082386634064
22 18 26 14 28.0226911 1153.2589305610147 41.154467515113666
24 19 29 14 20.283798 1039.342137414094 51.24001616532042
26 20 32 14 15.0949014 921.4327751763235 61.04264948536355
28 21 35 14 11.9507583 822.75307437377 68.84526100521755
30 22 38 14 8.7857832 692.585702208358 78.83027459730148
32 23 41 14 7.94136819 723.5128962834369 91.10683184221394
34 24 44 14 6.75030458 713.9070950626632 105.75924191300169
36 25 47 14 6.75937468 796.2114516966428 117.79365538834767
38 26 50 14 6.33543465 821.5692005377124 129.67842712065737
40 27 53 14 5.95980096 827.5840507174145 138.86102174751395
17 16 18 15 226.052377 2494.999079404274 11.037260976929582
19 17 21 15 94.5973894 1959.0554083091974 20.709402455340882
21 18 24 15 43.3751183 1361.6677641621634 31.392831132916207
23 19 27 15 25.7500665 1073.2634046572382 41.68002458002344
25 20 30 15 19.7154808 1015.5284368213267 51.50918951067765
27 21 33 15 14.2125122 854.1820531257524 60.100708523983
29 22 36 15 10.4787425 724.3053793672044 69.12140262700457
31 23 39 15 8.63189788 681.9827006274974 79.0072716462092
33 24 42 15 7.18703516 680.9666906139059 94.7493194974026
35 25 45 15 6.7199834 716.2110755956147 106.57929238271849
37 26 48 15 6.70845099 806.4213827342958 120.20977479546224
39 27 51 15 6.28932615 819.9481387872162 130.3713814853148
41 28 54 15 6.09319501 828.0754513977482 135.90168212878982
18 17 19 16 293.542409 3058.405879825106 10.41895748639545
20 18 22 16 89.2195512 1844.609375941021 20.674945694425563
22 19 25 16 47.6134344 1484.0260914545897 31.16822195574679
24 20 28 16 28.3995421 1181.0782921667296 41.587934340910714
26 21 31 16 19.327326 990.821317254256 51.26530784725502
28 22 34 16 13.5069218 811.8139680468013 60.10355135444711
30 23 37 16 10.0228498 694.4425252945704 69.28593555243843
32 24 40 16 7.84251287 630.59326031833 80.40704182080991
34 25 43 16 7.1691803 693.4517196966242 96.72677916841124
36 26 46 16 6.96257361 751.0120902786498 107.86415086513531
38 27 49 16 6.64142781 803.7008502406576 121.013262996027
40 28 52 16 6.29488251 817.0717266032393 129.79936087849865
42 29 55 16 6.04580109 800.9672938383678 132.4832362022628
19 18 20 17 299.115437 3186.7912435178737 10.654051410652784
21 19 23 17 102.813545 2225.3906037442703 21.644916569546066
23 20 26 17 45.1176414 1438.6003329509724 31.885539410111374
25 21 29 17 26.9840448 1126.9566072973525 41.763813232972126
27 22 32 17 17.2797355 892.9098518318046 51.67381478910974
29 23 35 17 13.3936109 809.0269658533257 60.40394721735015
31 24 38 17 8.73999276 609.5306690907028 69.74040892577385
33 25 41 17 7.7824734 652.6242089136365 83.85819974837774
35 26 44 17 6.96796719 685.1160228752127 98.32365799001597
37 27 47 17 7.10566119 780.8241755963302 109.88761703065808
39 28 50 17 6.70448058 810.3409427472845 120.86558131954266
41 29 53 17 6.31529754 802.6621578984654 127.09807460607237
20 19 21 18 257.501283 2734.5287860341073 10.619476354353184
22 20 24 18 111.413433 2372.5905598321915 21.29537252327726
24 21 27 18 43.2173456 1364.9448603849212 31.583264576640754
26 22 30 18 25.60217 1066.7018585024798 41.66450962955405
28 23 33 18 16.7335459 855.62186531374 51.13213125460397
30 24 36 18 11.1679459 670.7040255962853 60.05616714137963
32 25 39 18 8.44392332 594.7356736144809 70.43357111093246
34 26 42 18 7.31597367 636.8035494015867 87.04289792797829
36 27 45 18 7.40771468 734.6919603767834 99.17930051495766
38 28 48 18 7.23873821 803.0646846956945 110.93987120383713
40 29 51 18 6.76736306 810.2029774077577 119.72210892550483
42 30 54 18 6.47926193 801.3814334293181 123.68406187112089
21 20 22 19 296.346907 3234.6788858436635 10.915176806092543
23 21 25 19 90.988749 1895.5208894940254 20.83247555688479
25 22 28 19 38.1960718 1208.8895020114949 31.6495766460334
27 23 31 19 25.6002164 1059.4618038481722 41.38487688128184
29 24 34 19 15.2621415 773.4719895571324 50.6791258328415
31 25 37 19 9.99914615 593.1090900361506 59.315973698029275
33 26 40 19 7.9819295 577.7867281668931 72.38684934098869
35 27 43 19 7.32769989 649.5531248401094 88.64352178594876
37 28 46 19 7.6770468 755.753371850798 98.44324146243292
39 29 49 19 7.24513936 800.50575797243 110.48866256348036
41 30 52 19 6.67731418 780.6384474425352 116.90904851844715
43 31 55 19 6.14994389 752.2934927934808 122.32526121364023
22 21 23 20 382.686253 3914.2641894466497 10.228389859216211
24 22 26 20 84.8546388 1779.3318174261365 20.96917555232274
26 23 29 20 43.2097644 1340.9990860879896 31.034630822657057
28 24 32 20 20.5970997 850.9928268802697 41.31614835462828
30 25 35 20 14.6825168 735.3834916861246 50.085656410495275
32 26 38 20 9.06334466 544.447819376898 60.07140187217574
34 27 41 20 7.58377293 569.1627201005776 75.05007406657383
36 28 44 20 7.93113812 705.6550235261496 88.97273163692547
38 29 47 20 7.67285763 755.0780425551824 98.40897341857526
40 30 50 20 7.01959498 762.1983243937879 108.58152451322596
42 31 53 20 6.50918678 741.6871016018838 113.94466416001106
23 22 24 21 252.531184 2710.251787641431 10.73234499087222
25 23 27 21 93.4957687 1984.0017643987817 21.220230519360197
27 24 30 21 41.1113033 1267.0170662278333 30.819189967831385
29 25 33 21 20.4368936 834.2898527250458 40.822733095065175
31 26 36 21 13.483244 665.5260339904717 49.35948900653817
33 27 39 21 8.69891762 537.7614490356399 61.81935184663122
35 28 42 21 7.92068631 613.1466968902582 77.4108041769247
37 29 45 21 8.3177402 732.0715659301477 88.01327624180276
39 30 48 21 7.71215429 764.7516353295063 99.16186924853474
41 31 51 21 6.90387178 733.3606552387525 106.22454741457446
43 32 54 21 6.42254386 719.9699683273244 112.10043621676792
24 23 25 22 384.674422 3934.111177291381 10.227119226792212
26 24 28 22 91.4884468 1884.567897310426 20.59897138083697
28 25 31 22 40.1525438 1234.7506753743012 30.75149314386157
30 26 34 22 22.5256716 905.6827943751338 40.206694408842125
32 27 37 22 12.0801768 599.7853187568888 49.65037587503594
34 28 40 22 9.06571561 569.432633903497 62.81165860479679
36 29 43 22 9.3283358 729.3373847865953 78.1851554686309
38 30 46 22 8.50332605 735.1521612260117 86.45465984760301
40 31 49 22 7.55059913 742.1119866097467 98.2851789417864
42 32 52 22 6.91157318 711.4060761227443 102.92968874023326
44 33 55 22 6.61298878 729.7105326884379 110.34504321182862
25 24 26 23 271.098853 2850.904339434426 10.51610623905674
27 25 29 23 80.9501223 1627.841267926391 20.10918849379417
29 26 32 23 35.0450803 1084.83719634785 30.955477546668654
31 27 35 23 21.8708142 863.9035639011762 39.50029276464596
33 28 38 23 11.1660327 567.916574639889 50.861088257415624
35 29 41 23 9.43397928 609.0550413795103 64.55971794115602
37 30 44 23 9.33363988 722.3998536036509 77.39744225097003
39 31 47 23 8.26334377 718.2371872964806 86.9184687564415
41 32 50 23 7.3203091 691.1246951877515 94.41195525305776
43 33 53 23 6.74196789 676.9375942399238 100.4065289667115
26 25 27 24 257.42412 2608.165069258755 10.131782015060418
28 26 30 24 83.3294047 1684.1596440543851 20.210868541754806
30 27 33 24 34.2698559 1042.9497008519743 30.433442845377535
32 28 36 24 20.0444841 784.5938137118213 39.14262945344756
34 29 39 24 11.8122794 608.0414335418089 51.47536838163589
36 30 42 24 10.7838072 717.9457434968663 66.57627776365162
38 31 45 24 9.28673431 708.686161322583 76.31166539990988
40 32 48 24 8.17861342 705.4990406590942 86.26144854014805
42 33 51 24 7.45387954 673.3101679666836 90.330164896478
44 34 54 24 7.18173727 711.7964456179492 99.1120141071311
27 26 28 25 207.110741 2088.2748837925956 10.082890311288084
29 27 31 25 76.1987376 1585.831968795914 20.81178794746744
31 28 34 25 37.599738 1103.4338588598953 29.346849673790153
33 29 37 25 18.0225706 721.0055391214638 40.00569924922163
35 30 40 25 11.9735646 627.5062518762479 52.40763906483187
37 31 43 25 10.9144352 734.2935767204694 67.27728583889247
39 32 46 25 9.18277458 685.9679294994586 74.7015973792377
41 33 49 25 8.15600441 672.5467684614341 82.46032427800442
43 34 52 25 7.31461885 649.5315053790788 88.79909106666287
45 35 55 25 7.01762141 689.4677511673801 98.24806880931186
28 27 29 26 213.21454 2155.3175562448623 10.10868000017664
30 28 32 26 66.8263076 1361.870610826866 20.379258704200286
32 29 35 26 41.3877672 1198.8744219917198 28.966878454649272
34 30 38 26 17.1020297 695.408481443091 40.66233620463722
36 31 41 26 13.196149 720.7740369905706 54.620028690989365
38 32 44 26 10.5271828 690.0356778393852 65.54799046895863
40 33 47 26 9.18673166 666.535286255462 72.55412598559148
42 34 50 26 8.25599757 645.6976545415067 78.209525749837
44 35 53 26 7.53152998 662.1013321194124 87.91060168088349
29 28 30 27 210.841735 2103.4845810994775 9.976604399975544
31 29 33 27 72.6820384 1384.1968054543227 19.044551252628636
