x_m,y_m,gravity_disturbance_mGal
109237.558,162158.897,11.808
109403.893,161601.811,5.971
109547.041,157542.084,-14.909
110053.102,149224.704,22.328
111252.728,220440.606,14.451
111590.438,154931.227,16.407
112416.063,205711.726,28.508
112940.270,116103.071,30.909
114153.001,214436.080,27.900
114337.482,170082.648,3.613
114451.396,144937.027,25.680
114805.235,163616.663,-1.105
115162.099,186569.520,8.406
115191.333,199649.379,19.026
116461.526,164382.796,-0.521
117362.757,192910.966,8.869
117456.510,150541.251,30.608
117680.305,178986.026,14.192
118708.556,207078.312,33.771
119485.793,144739.100,25.821
120564.449,184980.544,9.024
121030.186,217563.993,19.567
121070.510,161158.143,1.390
122079.607,155305.954,17.203
122328.605,201360.669,22.928
122757.043,143600.464,24.420
123182.456,159751.527,2.378
124612.935,167502.926,-14.004
124818.585,191741.196,2.965
124934.516,214004.644,35.306
124940.564,221150.030,34.957
125002.058,174696.125,-8.114
126053.495,207826.654,29.867
127473.892,182878.960,-1.569
129191.676,201241.690,14.754
129566.686,138437.684,22.823
130128.191,188118.465,-4.165
130368.117,156588.032,-2.510
131247.170,156970.542,0.690
131285.478,169882.497,-12.896
131485.079,162982.852,-13.244
131526.411,213642.148,24.687
131974.003,192373.895,-2.445
133317.786,208202.493,10.350
135067.829,180368.179,-15.778
135069.845,200402.168,3.436
135568.849,168733.853,-14.265
135951.923,136399.481,29.960
137875.357,190513.604,-9.474
138135.444,135471.003,27.709
138495.332,214605.096,7.309
139311.884,165124.466,-7.733
140426.831,174770.626,-15.808
140705.064,201299.512,-0.194
141251.448,184814.864,-14.440
141336.128,163627.782,-10.441
141412.742,221750.482,-2.339
141655.692,207000.475,10.254
141801.865,156844.892,-11.998
142000.458,156044.288,-9.394
143679.935,132507.658,23.219
144158.777,214801.911,2.421
144863.432,171321.359,-8.564
145032.791,181010.885,-8.639
145954.184,191880.189,-8.389
147061.066,198276.121,-3.588
147543.941,131765.988,35.147
148216.337,153077.608,-10.037
148962.323,220079.223,-5.533
149844.401,209639.131,1.496
150564.176,174899.612,-6.147
151553.112,181555.740,-6.463
152038.003,214839.718,-2.383
152219.459,168957.355,-1.175
152718.463,189351.617,-8.031
152920.081,128616.948,45.581
153892.887,203274.333,-0.169
154499.757,221879.469,-7.039
154768.917,149741.760,8.251
158345.617,212268.891,-2.409
158801.274,184239.986,-5.716
158845.630,206123.147,3.307
160145.057,119903.713,51.374
160234.776,173077.127,-7.563
160541.236,178742.509,-4.886
160745.878,167123.751,2.083
160771.080,199085.621,2.073
160985.803,136214.897,35.036
161154.154,111936.597,50.245
161825.541,148815.506,10.930
161825.541,128986.115,46.822
162705.603,189177.041,-3.919
163337.675,146591.608,13.927
164455.646,215516.895,-2.617
164903.238,183979.790,-3.521
165012.111,210643.221,2.659
168165.415,194942.498,8.894
168776.317,168567.061,1.480
169124.107,201091.577,8.581
169219.876,150483.430,2.406
170618.096,220040.304,-14.355
171691.711,174249.122,4.254
172243.136,115457.028,61.119
172245.152,211870.813,0.330
172522.376,180403.761,4.701
174056.688,186655.140,9.868
174078.866,205539.374,13.809
174596.016,155671.785,2.923
175027.478,196249.038,15.996
176237.185,170168.268,-2.721
178859.225,176567.536,1.495
178963.058,150669.126,12.769
179136.450,218727.092,-7.590
179634.446,133620.719,51.736
180474.184,166792.390,-5.566
181140.531,202566.022,12.760
181344.165,192030.302,18.043
181607.276,196869.506,13.539
182277.656,208580.555,9.421
182828.073,117680.927,49.489
182878.477,187564.714,15.225
183115.378,180920.817,4.040
183855.315,169406.583,-6.543
185973.311,213530.953,-1.899
186934.020,174577.147,0.867
190339.345,179987.892,8.730
190723.427,125650.267,54.156
190885.730,169885.833,-2.804
192740.614,151966.770,9.476
194892.885,182354.120,20.430
194938.249,210488.660,3.657
195724.558,204713.196,7.314
197974.613,216555.455,-3.826
198453.456,131765.988,41.913
199340.574,170948.856,-3.187
200261.968,178056.436,10.443
200425.278,185388.629,1.429
200726.697,210638.773,15.840
201981.768,190513.604,7.332
203493.902,134731.557,38.248
203662.253,151409.684,-1.939
205006.036,193107.781,13.123
205006.036,214420.513,10.380
205511.088,116385.506,39.423
207023.222,186621.781,8.757
207188.549,182915.654,10.574
207862.961,123610.952,44.308
208197.646,138993.658,19.158
208700.683,175501.177,10.645
210382.176,190144.437,18.821
210887.228,207564.234,20.125
210887.228,146221.329,12.501
211390.265,167534.060,17.014
211558.616,191996.944,9.731
211726.967,195147.096,6.698
212061.652,194775.705,8.089
212734.048,197926.969,12.975
213910.488,151225.100,21.803
215254.271,201631.984,15.804
215590.973,158083.603,13.436
216263.368,194775.705,20.018
217270.449,127318.191,17.660
218446.890,204967.832,27.559
219119.285,152337.050,23.914
219624.338,194591.122,27.466
220798.762,151595.379,21.933
222143.553,193664.868,37.636
224495.425,191812.360,38.078
224831.119,133989.887,17.179
225167.821,207192.843,51.543
225503.514,212196.614,55.831
225503.514,216830.107,51.785
225671.865,134916.140,19.466
225840.216,147147.582,25.174
226007.559,221463.600,44.761
226007.559,198297.249,48.459
227014.640,203117.549,55.323
227687.036,151966.770,36.040
227687.036,192552.919,42.761
228192.088,140846.166,25.303
228359.431,136769.760,18.136
228696.133,180876.339,34.278
228864.484,188105.122,35.854
228864.484,185325.248,31.001
229201.186,144366.597,37.531
229535.871,155302.618,37.121
230038.908,176985.629,46.736
231048.005,126577.633,15.656
231383.699,191996.944,39.478
231720.401,172165.329,49.630
231887.743,160120.694,40.264
232056.094,163826.821,39.154
232560.139,197000.716,45.664
232728.490,140291.303,33.618
232728.490,126577.633,23.293
233232.534,167903.227,40.418
236256.802,172537.832,52.507
236760.847,201077.122,42.029
237263.883,162345.705,41.878
238104.630,216830.107,33.094
238776.017,174761.730,40.557
239615.756,164754.187,43.424
239785.115,178467.857,36.259
239953.465,207007.147,35.412
240456.502,181618.010,36.077
240624.853,119164.267,40.772
241127.889,115641.612,41.270
241127.889,185695.527,36.631
241465.599,138437.684,33.285
241465.599,192181.528,39.620
241465.599,122870.394,44.417
241632.942,197926.969,38.986
241632.942,209788.132,31.419
241968.636,204228.386,35.132
241968.636,202930.741,33.961
242136.987,206822.564,32.918
242640.023,131580.293,33.703
242640.023,211084.665,31.709
242809.382,169571.151,41.474
242976.725,113047.434,41.837
243145.076,166236.415,48.859
243649.121,174946.314,50.207
243817.471,214050.234,21.155
244321.516,129356.394,34.875
244321.516,158823.050,45.948
244488.859,112305.764,40.612
245329.605,132692.242,35.654
245329.605,217199.274,11.420
245833.650,126020.546,74.961
246169.344,120832.191,39.826
246338.703,221463.600,5.885
246504.029,153634.694,41.723
247849.828,149741.760,39.666
248352.865,217943.168,7.691
249193.611,168275.730,48.179
249361.962,192277.155,26.261
249697.656,172165.329,28.752
249714.794,190810.494,27.884
249864.999,134916.140,28.801
250033.350,138251.988,33.937
250033.350,142144.923,38.925
250202.709,189773.045,31.689
250537.394,146034.521,39.161
251377.133,188476.513,36.542
251545.484,216275.244,9.804
251684.600,194446.568,15.665
251900.331,217456.134,7.938
252049.528,219424.285,3.395
252721.924,187919.426,38.500
253057.617,116940.369,16.485
253394.319,215903.853,6.571
254076.796,197256.464,5.954
254234.058,212196.614,10.663
254234.058,174577.147,33.536
254362.085,221454.704,-2.121
254403.417,187363.451,25.720
255410.498,186251.502,20.009
255746.191,111379.510,24.745
255893.372,199305.787,7.715
256922.632,138067.405,25.897
256922.632,181618.010,23.776
258267.423,207379.650,7.032
258358.151,199995.195,0.167
258434.765,177540.492,25.688
258770.459,199781.701,3.374
259105.145,194591.122,1.494
259779.557,190884.995,4.133
260282.593,180321.477,20.150
260450.944,186993.172,3.027
260953.980,205154.640,1.236
261122.331,122684.698,19.088
261291.690,138809.075,24.474
262907.657,205622.770,4.409
263138.510,201449.625,-0.539
263643.563,208490.487,6.311
264314.950,175687.984,25.080
264650.644,199037.807,0.430
265176.866,211096.897,-0.787
265490.382,140104.496,28.230
265490.382,213123.980,-2.390
265827.084,221648.183,0.102
266499.479,194961.401,8.778
266664.806,217270.439,0.701
267170.867,217943.168,3.915
268516.666,189400.542,15.254
268516.666,147889.252,32.909
268851.352,127503.887,11.176
268851.352,171054.492,26.317
269019.702,181989.401,23.000
269354.388,144366.597,34.655
269691.090,152522.745,29.898
270363.485,141031.861,30.160
270699.179,167162.669,22.717
271203.224,160490.973,29.191
271371.575,157155.126,26.366
273387.753,160490.973,20.623
273892.806,177912.995,32.662
276579.364,142699.785,17.830
276916.065,154745.532,28.997
277756.812,168275.730,31.452
278091.498,134360.166,3.363
278428.199,158823.050,29.056
278596.550,163641.126,32.642
278596.550,172906.999,38.840
278931.236,164382.796,38.044
279605.648,176985.629,29.076
279940.333,187550.259,2.295
279940.333,152337.050,27.615
280108.684,179394.111,18.856
281117.781,183843.020,4.662
281788.161,179023.832,11.378
283300.295,142516.314,9.104
283300.295,149370.369,22.524
283636.996,140476.999,11.036
284142.049,186064.695,3.501
285484.824,151966.770,33.594
287333.660,147333.278,20.929
289013.136,214605.096,-14.579
289180.479,141959.227,14.033
291029.315,154560.948,40.307
291197.666,144923.684,17.126
291701.710,140476.999,7.708
292037.404,143811.734,19.993
294053.583,111565.206,0.773
294221.933,137510.318,11.702
296070.769,211826.335,-18.963
296238.112,152893.024,32.955
296743.165,136028.090,5.566
297246.201,193849.451,-9.754
297750.246,116567.866,-10.498
298420.625,200150.868,-18.631
298925.678,142144.923,15.955
300102.118,153634.694,41.391
302676.778,134278.993,10.593
302965.091,172723.527,25.660
303296.753,153284.430,40.830
303328.004,209977.164,-18.169
303393.529,114685.335,1.599
303422.764,202580.477,-19.752
303445.950,140555.947,16.418
303460.063,128158.825,12.524
303489.298,167227.162,31.759
303518.532,159675.915,55.538
304126.410,184748.147,8.470
304227.219,191806.801,-13.580
304266.535,122637.997,12.726
304486.298,179376.320,17.970
304834.089,215275.602,-13.675
305022.602,147058.626,45.360
307507.542,220895.393,-10.838
307909.769,198260.554,-18.437
308159.775,204913.347,-18.749
308497.485,173862.163,23.316
308821.082,142502.970,27.715
309102.339,117961.138,17.427
309195.083,167367.268,35.358
309256.576,152999.771,49.383
309315.046,113315.414,11.868
309814.050,185309.681,2.120
309825.139,192743.062,-10.162
309840.260,216011.712,-9.120
309992.482,134976.186,37.118
310372.531,210052.776,-13.246
310670.926,160055.089,62.317
310868.511,178953.779,12.912
311258.642,132289.716,22.386
311754.621,147749.147,37.671
312332.257,124303.697,14.217
312542.947,199141.218,-14.659
313538.939,204422.977,-17.533
314217.384,172922.566,20.860
314226.456,221931.730,-3.610
315310.152,215126.601,-6.341
315513.786,185588.780,-2.620
315756.736,116174.235,16.745
316049.082,142649.747,30.047
316131.745,152543.872,48.285
316514.819,134214.500,32.724
317122.697,178820.345,10.794
317287.015,192899.847,-5.585
317558.191,162352.377,48.341
317789.044,195251.619,-5.076
317857.594,169809.108,19.858
318313.250,147144.246,35.448
318697.332,208551.645,-13.458
319057.220,199230.174,-6.532
319729.615,203822.524,-10.407
319972.565,220688.571,-6.195
320042.123,129194.049,22.357
320767.947,138771.268,27.593
320802.222,214750.762,-8.220
320987.711,174361.429,15.380
321711.519,113025.195,16.232
322414.157,153245.512,49.483
322552.265,186601.766,-3.617
322990.784,180514.956,4.691
323713.584,190771.576,-3.156
323884.959,162023.240,32.629
324131.941,124829.649,19.990
324230.734,197889.163,4.519
324238.799,122738.072,20.704
324618.848,127905.300,26.916
324673.285,170419.568,18.368
325511.007,204073.825,0.157
325951.542,130575.090,33.422
326308.406,212020.926,-4.276
327823.564,216834.555,-2.081
328582.655,157794.497,37.913
328988.915,142932.183,30.223
329209.687,221937.290,4.300
329305.455,119079.759,31.547
329963.737,125378.951,28.597
330169.388,184665.862,0.018
330188.541,177691.717,6.856
330735.934,191138.519,0.789
330834.727,204201.699,6.775
330944.608,137067.762,25.651
331213.768,197198.643,12.608
331417.402,130334.909,35.761
331798.460,171310.240,10.641
332190.607,208325.919,1.508
333447.694,215123.265,8.672
334176.542,115818.412,31.593
334947.731,186590.647,6.540
335153.381,161601.811,7.008
335510.244,142591.926,30.599
335763.275,147670.198,32.453
336080.823,191186.333,2.764
336337.886,122798.117,37.415
336418.533,179881.145,9.073
336547.568,220799.766,11.269
337331.862,173428.503,12.632
337635.297,200947.024,-1.927
337654.450,131550.270,37.231
338988.152,209351.136,2.146
339311.749,214661.806,16.342
340997.274,195648.585,3.555
341412.607,162761.574,10.448
341529.545,125758.126,47.430
341832.980,149186.897,30.448
341907.579,113884.732,40.019
342269.483,186090.269,8.201
342433.801,155051.318,18.843
342851.150,221826.095,5.441
343785.649,111194.927,38.507
343795.730,201679.798,-4.479
343878.393,190813.830,5.954
344013.477,173303.965,8.480
344275.580,157432.001,17.194
344898.580,178533.462,8.216
346183.893,209888.208,-6.400
346368.374,140810.583,31.824
346445.996,162436.885,11.841
346630.477,127916.420,32.493
347786.755,198142.688,-5.325
347978.292,146410.360,39.161
348072.044,117659.800,52.930
348162.772,183786.311,13.474
348707.141,190860.532,-2.106
348759.561,215073.227,-6.582
348807.950,152214.735,28.584
349476.313,221074.417,-7.519
349963.220,203653.508,-5.608
350310.003,172165.329,9.387
350891.670,136054.776,49.347
351186.032,141216.445,39.851
351606.405,210406.376,-11.106
352140.693,113905.859,48.101
352377.594,163201.906,24.088
353211.283,157336.373,33.274
353624.600,131509.128,55.147
353730.449,196600.414,-8.320
354109.491,121047.909,50.143
354518.775,191286.408,13.092
354927.051,220440.606,-14.393
355280.891,203546.761,-12.991
355911.954,168906.206,22.294
356133.734,146116.805,51.729
356288.980,181140.983,3.052
356675.078,211745.163,-10.270
357227.511,120673.182,48.164
357347.474,136118.158,54.616
357675.103,186573.967,5.539
358138.824,151413.020,40.070
358157.977,210238.472,-18.754
358707.386,195875.423,-9.537
358954.368,216157.378,-21.497
359537.043,162220.055,16.543
360246.738,156799.302,25.311
360273.957,221797.184,-22.349
360433.235,129502.059,48.678
360614.691,126863.404,55.294
361461.486,202852.905,-23.504
361892.948,142327.282,52.135
362347.596,221499.182,-26.144
363002.854,169931.423,22.767
363476.656,177933.010,10.687
363784.123,150690.253,38.608
364543.215,184244.434,3.118
365202.505,196404.711,-19.775
365416.220,191331.998,-16.391
365458.560,210167.307,-27.172
365573.482,215952.779,-27.042
365748.889,163716.738,25.008
365993.855,137395.787,52.660
366032.162,219281.955,-29.610
366485.802,112820.596,54.067
366945.491,144717.973,53.803
367179.368,118286.939,51.305
367342.678,129394.200,49.447
368076.567,158756.333,32.512
368262.056,171160.127,20.825
369299.380,202741.710,-30.811
370227.830,195117.074,-21.246
370619.976,119621.278,51.762
370746.996,208061.275,-33.715
371512.135,148866.656,47.736
371610.928,177036.779,-0.655
371710.729,184979.432,0.261
371797.425,162794.932,23.579
373881.145,171607.130,15.317
374017.237,156425.687,47.772
374261.195,129456.469,46.177
374412.408,214211.466,-33.508
374474.910,123857.805,51.828
374530.355,139570.760,46.799
374845.887,221572.571,-34.003
374992.059,190948.376,-4.528
375073.715,199146.778,-32.968
375185.613,115211.287,59.513
377153.403,177768.441,8.368
378299.600,151757.724,49.349
378520.372,186363.809,-11.848
378657.472,204374.051,-42.801
378808.685,207751.041,-37.598
379022.400,190339.028,-14.406
379312.730,145573.062,50.590
379715.966,159222.239,35.168
379943.794,216097.332,-34.217
380236.140,169622.301,13.923
380637.359,112168.994,79.648
381106.121,210781.103,-38.245
381303.706,132734.496,36.277
381631.335,121252.508,59.492
382164.614,220838.684,-35.750
382547.688,182772.213,15.572
382699.910,191897.981,-21.718
383260.407,127836.359,44.483
384363.257,149611.662,46.211
384613.263,176388.512,8.974
384996.337,215295.617,-36.854
385080.008,140301.311,35.607
385556.835,203111.989,-42.444
385827.003,171131.216,5.367
385916.723,161995.441,18.846
385999.386,156151.035,34.226
387014.532,115737.239,58.133
387160.705,197950.320,-21.692
387459.099,132162.954,21.081
388591.183,142949.974,32.920
388648.644,219599.973,-36.350
388898.651,210168.419,-42.447
389398.663,166278.669,8.828
391027.735,123384.115,37.432
391269.676,137570.363,31.276
391638.637,130396.067,19.376
391731.381,183818.557,1.151
391734.406,152960.853,32.723
391899.732,202340.296,-30.230
392571.120,171711.654,-0.428
392658.823,214218.138,-40.593
393613.484,113262.040,69.044
393843.328,160403.129,7.268
393937.081,176896.673,-5.313
395187.111,147870.349,33.847
395393.770,209036.455,-41.119
396623.638,185585.445,6.629
396731.504,123042.746,42.785
396945.219,220395.016,-33.017
399144.870,143684.972,26.634
399272.897,190422.424,13.048
399548.105,213613.238,-38.133
399829.362,200570.073,-20.222
400773.942,161132.568,5.109
400786.039,154433.074,-1.070
401363.674,129405.320,34.146
401615.696,207648.742,-36.300
401669.125,183814.109,-2.235
401718.521,176210.600,-0.305
402002.803,116006.331,58.135
403991.763,199131.210,-19.111
404410.120,118082.340,48.954
404859.727,136276.054,32.629
405419.217,154315.207,-6.785
406259.963,214359.356,-35.578
406959.577,143966.295,36.832
407044.257,187919.426,-8.823
407323.498,130746.331,45.246
407521.083,163426.520,-4.649
408696.515,175378.862,13.068
408835.631,169973.677,26.060
409003.982,113604.521,70.959
409283.223,124198.061,54.938
409536.253,150298.846,41.506
409536.253,189926.494,-13.197
410040.298,199531.512,-13.011
410123.969,182575.398,-0.157
411412.308,209107.619,-31.169
411552.432,134422.435,48.293
412392.170,218097.729,-26.637
412897.223,157248.529,-12.070
413484.939,163826.821,0.923
413877.086,119287.693,69.510
414239.998,150915.978,35.155
415639.226,125124.315,58.443
416508.199,142792.077,34.903
417208.821,210312.972,-24.825
417433.625,198698.662,-11.724
418075.777,173587.512,36.202
418131.222,133648.518,54.819
418384.253,204784.361,-15.568
419028.422,215685.911,-21.120
419532.466,154931.227,-0.082
419952.840,146284.710,30.492
420820.804,191131.847,-15.508
421520.418,119255.447,71.041
423341.027,198853.223,-20.944
423396.472,125959.389,60.512
423509.378,218962.826,-17.437
423788.619,143379.186,45.579
423816.846,175007.471,35.042
423816.846,169201.984,26.162
424518.476,164754.187,-12.598
425021.512,133527.316,53.966
425385.432,114808.762,81.684
426757.442,188135.144,-0.950
428382.482,186930.903,2.518
428382.482,115798.397,71.273
430117.403,158390.501,45.646
430397.652,130839.734,51.001
431629.537,198883.246,-18.850
432189.027,210158.411,-15.472
432665.853,220165.955,-0.083
434346.338,181402.291,4.610
435605.441,204752.114,-13.555
435662.902,191748.979,8.937
436025.814,141496.656,63.633
436669.983,121388.166,71.418
436810.108,150701.372,55.763
437846.424,114376.213,84.465
438518.819,131673.696,68.820
438574.264,160645.534,55.835
439554.127,177448.200,-3.654
440954.363,131086.587,76.980
441262.838,120060.498,82.278
441429.173,212167.704,-8.290
442411.052,220813.109,-11.255
442438.270,123210.650,76.853
442544.119,127010.181,68.840
442578.394,157093.968,63.709
442774.972,169417.702,29.571
443783.061,162375.727,66.526
443838.506,189339.385,1.829
443894.959,144707.966,55.925
444958.493,204784.361,-7.085
447059.351,180600.576,8.618
447647.067,148537.519,68.471
448039.214,194097.416,17.461
448121.877,135966.932,72.944
448907.179,127194.765,84.239
449186.419,140846.166,72.657
449355.778,211148.046,7.099
449467.676,185882.335,15.428
449607.801,172970.380,11.536
449943.494,198883.246,6.592
450502.984,120060.498,93.410
450587.663,162158.897,52.413
450811.459,113356.556,95.347
452128.024,153295.550,78.664
452939.536,173742.073,20.408
453275.229,216336.401,41.317
453834.719,141496.656,82.651
454144.202,126792.239,86.302
455264.189,162993.971,63.473
456132.154,189031.375,24.711
456326.715,173865.499,20.734
456636.199,202899.607,22.179
457001.127,156415.679,84.269
457251.133,220999.917,56.832
458455.800,136802.006,79.111
458905.408,149866.298,85.004
458960.853,121047.909,99.766
459071.742,114808.762,104.896
460528.431,181927.131,38.918
460949.813,127533.909,92.009
462544.610,200583.416,31.237
462852.077,193664.868,25.065
464139.407,173679.804,35.542
465233.184,156197.737,83.689
465485.206,161726.349,77.742
465793.682,184551.332,42.187
465903.563,141742.397,98.581
466575.959,121449.323,103.463
466631.404,136028.090,99.225
467136.456,220999.917,80.720
467780.625,190051.033,34.113
468340.115,149309.212,103.936
469012.510,127997.592,104.225
469489.337,175318.817,82.854
470582.105,160707.804,100.768
470582.105,115117.884,118.283
470722.230,199718.320,52.718
471869.435,155983.131,106.933
472849.298,142516.314,110.500
472876.517,134886.118,96.347
473885.614,150637.991,111.331
474922.938,120923.371,112.741
475172.944,215963.898,114.180
476377.610,127997.592,99.863
476600.398,210158.411,114.472
476657.859,183935.312,68.623
476797.984,164876.501,113.064
477637.722,155271.484,127.161
478002.650,170035.946,120.496
478729.483,152460.476,120.051
479459.339,183131.372,74.275
479653.900,134792.714,103.087
480129.719,145265.052,117.635
480186.172,203456.693,119.087
480549.084,118453.731,120.209
481136.800,174699.461,118.508
481641.852,165866.136,129.045
482230.577,140445.864,116.880
482482.599,169449.949,126.453
483377.782,189896.472,88.988
483965.498,125435.661,113.307
484218.529,214946.465,48.617
485730.662,144275.417,114.764
486907.103,138747.918,97.262
487550.263,149835.164,107.844
487550.263,217725.226,43.373
487690.388,163765.664,116.644
487942.410,195949.924,91.832
488474.681,157217.395,110.554
488474.681,132446.501,101.178
488503.916,193880.586,83.492
488726.704,181681.391,71.349
488783.157,112091.158,106.917
489147.077,174390.339,72.754
489176.311,119596.815,107.248
489846.691,210249.591,49.864
492535.265,145265.052,78.150
492982.856,169386.568,77.619
493459.683,200027.442,76.593
493542.346,128986.115,95.321
494691.568,222205.270,32.773
494971.816,182514.241,71.069
495083.714,189741.911,76.903
495223.839,134453.569,97.952
495755.102,151409.684,72.415
496063.577,162313.458,65.636
497519.258,139671.947,91.121
497631.156,154158.422,64.480
497771.280,208552.757,69.198
498303.551,196350.225,74.708
498891.267,116818.054,91.247
499590.881,127255.922,89.590
499760.240,146685.011,88.264
501552.623,159410.159,100.420
502307.682,187764.865,92.221
502644.384,138128.562,95.170
502922.616,182915.654,100.676
503989.175,165465.834,104.400
503989.175,154808.913,89.745
504661.570,206452.284,93.146
504884.358,113727.947,71.539
505528.527,158731.870,99.028
506648.514,190607.007,95.049
506815.857,197711.251,92.795
508187.866,170745.370,93.238
508748.364,143905.138,97.066
508917.723,181033.124,127.541
509140.511,120923.371,80.066
509980.249,203764.703,100.051
510092.147,164228.235,102.835
510400.622,150637.991,99.517
511857.311,115241.310,49.472
512528.699,196629.325,99.299
513144.641,188444.266,122.956
513173.876,137667.103,88.126
513706.147,131734.853,86.777
516392.705,141278.714,86.217
516420.931,122870.394,49.413
516505.611,171518.174,96.169
517009.655,159966.133,96.128
518213.314,186467.220,122.151
519922.025,217076.960,56.540
520312.156,131889.414,69.640
520594.421,117279.513,46.384
520817.208,209788.132,76.041
520986.567,204660.934,83.814
521489.604,150267.712,72.117
521601.502,171518.174,73.578
522160.991,199194.592,94.069
524233.623,159997.268,86.877
525100.580,188105.122,96.289
525830.436,217910.922,47.428
526082.458,180259.208,69.281
526894.978,122654.676,32.397
526979.658,197308.726,91.903
527004.860,142516.314,57.202
527062.321,136214.897,69.813
527202.446,113017.411,56.457
527314.344,131611.427,55.070
527846.615,149620.557,54.244
527930.286,203145.347,78.603
528069.402,209788.132,68.278
529274.069,174112.352,23.359
529863.801,153480.133,60.178
529946.465,127503.887,75.196
530029.128,119781.399,30.012
530590.634,147765.826,53.377
531263.029,215781.539,39.747
531710.621,115024.480,63.209
531877.964,196135.619,55.712
532186.439,150669.126,42.541
532325.555,201108.256,79.465
532663.265,137016.613,79.959
532857.826,210775.543,70.116
532970.732,158238.164,70.733
533250.981,164660.783,69.866
533670.346,221031.051,-2.530
535182.480,141031.861,84.802
538039.405,197000.716,46.403
538291.427,136182.651,62.779
538376.107,173248.367,30.323
538486.997,188319.728,20.484
540363.051,181124.304,11.875
540783.424,213000.554,32.464
540923.548,193973.990,22.939
541594.936,219672.249,33.052
542857.063,185138.441,11.673
543275.420,141339.871,93.647
543387.318,163269.735,83.184
543667.567,188073.987,12.061
543694.786,180168.028,10.348
543724.020,170376.202,25.519
543919.589,221648.183,19.490
544031.487,116879.211,39.015
544199.838,197339.860,35.894
544563.758,131734.853,9.936
546188.798,203764.703,23.649
548260.422,209510.145,16.217
548427.765,119503.412,46.949
548765.474,125496.818,9.654
549547.752,197000.716,19.200
549716.103,189093.644,64.247
549799.774,190452.446,34.231
550302.811,113017.411,-18.561
550892.543,144800.257,93.362
551732.281,154776.666,-4.117
551928.858,165802.755,87.991
552936.948,176306.228,5.208
553021.627,130005.772,3.534
553803.904,153819.278,-13.790
554224.278,121571.637,79.245
554308.957,113233.130,-32.743
554981.353,177912.995,-2.307
555484.389,153819.278,-13.838
560189.142,116198.698,-38.002
560189.142,178653.553,-10.377
560524.835,129356.394,-27.307
562541.014,183101.350,18.600
565397.939,122500.115,-42.503
566573.371,114717.582,-49.592
567077.415,157155.126,-27.342
568422.207,183843.020,-28.969
569094.602,116385.506,-39.476
573798.346,179765.502,-32.161
573967.705,167162.669,-58.354
574302.391,128059.861,-26.674
575142.129,172722.415,-62.545
576486.920,184583.578,-38.136
577159.316,196815.020,-27.406
577999.054,175132.009,-44.248
580518.269,156599.151,47.272
580686.620,189957.629,-32.850
580854.971,127688.470,55.412
581023.322,200521.147,-8.457
581358.008,210342.995,-31.409
582032.419,130284.872,25.444
582870.141,173650.893,-70.566
585896.425,137510.318,24.017
586231.111,130839.734,24.201
586399.462,161788.618,-5.997
588415.640,183101.350,-41.020
590600.170,155671.785,-33.393
592279.646,128430.140,-19.691
592279.646,152337.050,-31.276
594296.833,136399.481,-42.399
595303.914,172906.999,-77.469
599335.263,126205.130,64.290
599504.622,135471.003,-44.164
600344.360,148259.532,-32.128
600512.711,174761.730,-74.417
601352.450,157526.517,-28.634
602528.890,170128.238,-73.114
602864.583,169757.959,-69.501
602864.583,128245.557,54.114
603201.285,140476.999,-49.352
603536.979,180691.756,-50.199
603705.330,131952.796,-29.021
606392.896,185882.335,-37.581
606560.239,149741.760,-42.519
608577.425,140476.999,-43.670
608746.784,134916.140,-28.943
609081.470,188661.096,-36.527
610258.918,126577.633,43.614
611771.052,196074.462,-49.638
612274.088,147147.582,-50.988
614290.267,169943.654,-74.483
615130.005,200705.731,-36.753
616306.445,117680.927,43.837
616642.139,218683.726,-63.878
617649.220,208120.208,-37.074
618154.273,115427.006,41.090
620842.847,167534.060,-68.689
621121.080,122436.734,49.122
621513.226,146407.024,-55.893
623363.070,162714.872,-25.789
624372.167,205154.640,-49.752
625042.547,117527.478,36.875
626359.111,111658.609,-8.019
627395.427,211084.665,-34.304
628907.561,114717.582,-12.693
629243.255,149741.760,-55.595
629578.948,114285.034,-0.707
631091.082,203856.995,-48.582
631652.588,127811.896,-0.137
634956.096,154931.227,-69.070
635571.031,113326.533,-11.408
637138.610,163086.263,-62.701
639352.373,132106.245,-40.937
639996.543,120460.800,-14.370
639996.543,198482.944,-52.830
645960.398,125865.985,-3.278
646267.866,132414.254,-45.924
646407.990,138251.988,-41.597
646550.131,164568.491,-47.159
648732.644,195517.375,-54.336
649069.346,121234.717,-16.681
651561.342,131580.293,-53.321
653100.695,116385.506,-40.491
655452.567,169757.959,-50.061
655621.926,192367.223,-49.681
657441.527,119503.412,-48.124
657750.002,130621.792,-35.043
658813.536,111597.452,-41.633
659151.246,169016.288,-29.245
660494.021,178467.857,-52.124
662845.893,125032.023,-49.909
662845.893,185509.832,-47.543
664919.533,117803.241,-44.136
666879.258,194775.705,-41.328
671723.127,123302.942,-30.675
672422.741,173833.253,-40.229
674607.270,117372.917,-26.892
678975.321,173650.893,-19.833
680767.704,118608.292,-8.623
680824.157,118792.876,-20.328
681832.246,200150.868,-20.858
683568.176,116818.054,5.810
687543.071,131208.901,7.294
688217.483,174020.060,17.698
689391.907,142329.506,7.418
690904.041,155116.923,10.968
696727.773,112121.180,102.893
697289.278,160306.390,55.269
700144.187,174020.060,73.445
