x_m,y_m,gravity_disturbance_mGal
702833.769,171982.969,73.739
704010.209,163641.126,84.296
55472.127,229835.466,16.128
62025.715,255654.928,11.598
64517.711,227332.468,12.041
68128.687,249385.758,12.709
72105.599,226251.653,11.402
75159.101,244010.595,6.836
76642.001,276503.976,-7.140
78630.961,230916.280,14.237
82858.887,270019.088,-2.696
83110.909,239318.169,5.383
83558.501,248026.956,2.759
87310.609,253926.958,-5.984
88178.574,236845.194,2.764
88756.209,242354.902,3.746
89184.647,236097.964,3.317
89580.826,228438.857,6.970
89914.504,281292.030,-13.467
91173.607,248482.855,6.770
93833.954,260597.542,-12.305
96607.208,270111.380,-5.054
96760.438,243512.442,9.336
96889.473,226487.386,16.323
98174.787,233089.029,11.928
98759.478,248121.471,8.253
99686.921,284937.000,-26.471
100387.543,259147.560,-12.552
101228.289,277709.329,-8.951
103304.953,224176.756,12.580
104419.900,237669.148,21.328
104826.160,244800.079,13.044
106978.430,232892.214,12.360
107136.700,284906.977,-24.342
109604.503,255088.945,-1.981
111403.942,226425.117,10.312
112122.709,239479.402,18.734
113620.730,247480.988,15.228
116523.019,234859.252,10.721
117218.601,288241.713,-26.374
117824.462,222498.824,14.847
118996.870,228815.808,10.355
120333.596,241537.620,17.102
122335.662,249784.947,7.473
125582.717,228614.545,29.207
125868.006,236451.564,11.340
126430.520,285772.073,-23.507
128766.263,254818.742,-9.357
129173.531,243461.292,15.450
130770.344,276536.223,-14.555
131789.522,260752.103,-12.602
132497.201,235425.235,4.827
132639.342,249131.121,13.767
134103.087,267765.167,-9.948
134464.991,222569.989,15.427
135082.950,228297.640,14.791
137784.629,243483.531,3.577
139142.525,254996.654,-6.662
139270.553,261688.364,-15.142
141234.311,235128.344,-8.117
141982.313,227717.202,-4.848
142700.072,301060.264,-9.832
145010.613,240603.582,-11.057
145243.481,249652.625,-13.416
145744.502,259652.385,-3.356
145919.909,310171.576,-25.108
147250.587,265874.853,-17.465
148533.885,228997.056,-12.041
149418.987,317894.064,-33.619
149559.111,271192.195,-18.994
149841.376,324998.308,-35.953
151415.004,254956.623,-6.933
152747.698,237780.343,-19.082
153597.517,246182.232,-17.483
156256.856,274697.059,-25.667
157620.801,226854.330,-13.912
157883.912,259493.376,-8.255
157935.325,251650.798,-7.487
158945.430,265978.265,-6.028
160061.385,239370.431,-20.285
160565.430,291147.236,-23.960
163078.596,274703.730,-21.824
164335.684,233876.289,-23.046
165347.805,263316.258,-12.015
166003.063,227662.717,-23.163
167341.806,297353.025,-29.965
168639.216,256051.893,-18.870
168831.762,241257.408,-24.887
169453.753,278164.117,-23.702
173278.443,230726.137,-24.044
173303.645,270320.426,-17.128
175984.155,237185.450,-19.284
176447.876,253944.750,-22.200
178177.757,243586.942,-22.732
179157.620,261105.703,-17.357
181019.560,270701.825,-18.067
181431.869,229316.185,-18.899
183157.718,250137.435,-10.288
184313.996,222660.057,-11.893
184338.190,321507.899,-40.367
185136.597,275480.983,-28.652
186992.489,244528.763,-8.858
187307.013,312489.990,-49.485
189604.448,330033.214,-39.896
190116.558,229434.052,-14.642
190496.607,309309.815,-50.233
190991.579,314252.430,-47.915
191491.591,269643.249,-26.519
192094.429,238647.664,8.568
192381.734,222776.812,-13.684
192677.104,329470.568,-39.672
192734.565,324015.345,-41.404
192884.771,278293.103,-33.889
193159.979,319320.695,-42.638
195648.951,256189.775,-17.109
195823.351,263519.745,-20.110
195893.917,313575.253,-46.191
196235.659,310092.628,-49.520
196615.709,248716.364,-12.017
197470.569,320878.536,-41.183
197496.779,326596.179,-40.642
197831.465,316714.286,-43.546
199811.352,331522.114,-37.102
200131.924,277097.757,-39.880
200242.814,222461.018,-11.766
200541.209,235905.597,-10.650
200694.438,229081.564,-16.031
201812.409,240181.042,0.455
201981.768,245741.900,-7.200
202642.067,318453.374,-39.617
203074.537,314642.724,-37.755
203324.543,253894.712,-8.094
203373.939,329806.376,-30.523
203892.097,309289.800,-45.729
203998.955,249632.610,-6.371
204501.991,238883.397,-7.130
204806.434,333400.196,-37.268
204943.534,229991.138,-16.376
205125.998,323645.065,-37.357
205511.088,258528.204,-16.591
207023.222,263161.697,-19.486
207191.573,306403.180,-44.756
208051.473,313091.555,-36.588
208535.356,272427.570,-16.941
208709.756,329553.964,-26.351
210016.239,323328.160,-31.770
210844.889,317597.173,-37.820
212230.003,288550.835,-50.835
212230.003,280581.494,-42.747
213070.750,300967.972,-47.955
213385.274,328445.350,-23.062
213910.488,289107.921,-50.447
214006.257,315381.058,-38.582
214137.308,321282.173,-30.448
214918.577,297259.621,-46.963
215383.306,325409.729,-13.290
216263.368,233510.458,-4.436
218277.531,286513.744,-46.987
218551.731,333261.203,-33.138
219271.507,329707.413,-22.962
219959.023,232583.092,14.094
220754.406,325330.781,-20.785
221249.378,322636.527,-17.256
221447.971,317547.136,-33.105
221522.570,314335.826,-38.406
221806.851,281323.164,-38.664
223592.177,310061.493,-40.448
223655.687,303376.454,-37.517
223991.380,229803.219,32.006
226515.636,225702.350,39.497
226682.979,318649.077,-25.390
226890.645,223744.207,41.236
227590.259,226607.477,39.165
227900.750,324088.733,-19.835
228192.088,275577.723,-36.381
229151.789,231319.918,17.090
229172.959,225279.809,43.223
229291.914,327474.619,-22.996
230385.690,308540.347,-31.448
230713.319,332110.335,-30.967
232225.453,242219.245,27.350
232345.416,225174.174,47.032
232535.945,317514.889,-29.933
233232.534,248336.077,19.107
233232.534,222389.853,40.159
233422.055,312342.101,-33.530
233737.587,304488.403,-27.591
233907.954,232469.673,28.681
234072.273,255561.524,-3.106
235216.454,225842.456,41.750
235248.713,266311.849,-16.584
235271.899,320739.542,-19.961
235437.226,235135.016,28.929
235891.874,329767.458,-29.702
236339.466,308311.285,-27.981
236624.755,326583.947,-28.233
237158.034,236344.817,27.478
238179.228,226504.066,25.993
239074.412,262338.855,-7.074
239541.157,314594.910,-24.356
239615.756,298927.545,-13.563
239764.953,237754.768,25.491
240624.853,267053.519,-7.297
241200.472,227577.097,16.141
241297.248,257416.255,1.875
241335.556,325712.179,-30.554
241377.896,238871.165,19.794
241446.446,310379.511,-21.593
241802.301,252782.763,15.062
241968.636,268906.027,-3.842
242276.103,320405.957,-22.592
242472.680,247594.407,18.205
242912.207,228196.452,13.973
243795.294,240595.799,12.852
244488.859,244628.839,25.693
244538.255,307803.124,-21.125
245316.500,331535.457,-17.415
245724.776,229137.161,11.346
245906.232,229229.453,11.080
246137.085,242287.073,4.745
246587.701,316698.718,-20.209
246673.388,272796.737,-4.026
247119.972,312394.363,-16.060
247351.832,241143.990,3.914
247681.478,225725.701,4.021
248016.163,252598.179,7.786
248307.501,230106.781,11.410
248310.525,320669.489,-20.062
248352.865,257229.448,11.874
248352.865,239067.980,12.089
249352.890,308564.809,-15.376
249508.135,242037.997,6.077
249984.961,329409.410,-9.714
250033.350,304302.708,-19.775
250202.709,247594.407,7.891
250206.741,331639.981,-4.334
250370.052,244258.560,7.006
250705.745,240181.042,5.864
250753.125,324993.860,-16.849
251178.539,314240.199,-8.146
252352.963,229524.120,15.657
252889.267,275763.418,-9.274
253262.260,322009.388,-11.048
253898.364,258715.012,23.484
254069.739,226148.242,10.136
254221.961,235020.485,0.493
254410.473,330600.308,1.929
254906.453,260010.433,20.876
255263.317,223300.540,-1.600
255477.032,229656.442,-0.436
255577.841,273353.824,-10.491
256281.487,326770.755,-5.995
256317.778,320066.813,-8.087
256696.820,225658.984,-4.144
257534.542,229035.974,-8.526
258605.133,230110.117,-6.834
258637.391,233378.136,-2.549
258654.529,317268.036,-2.478
259118.250,313199.414,0.100
259274.504,261309.190,20.855
259637.416,328474.261,1.374
259821.896,308590.384,-5.759
259926.738,331260.806,5.376
260617.279,268165.469,-8.481
261400.564,230232.431,-4.574
261658.635,319679.854,-1.621
262298.772,226095.980,-2.728
263138.510,259641.266,13.224
263978.248,223873.194,-2.256
264305.877,328411.992,-1.438
264495.398,231606.801,-3.442
264506.487,322756.618,1.342
266667.830,258342.509,14.469
267885.602,310883.224,15.922
268487.431,232372.934,3.765
269523.747,266866.712,-9.860
269691.090,254450.686,15.591
270314.089,322940.090,-0.929
270477.400,319839.975,3.445
270726.398,328403.096,-0.184
271003.622,223050.351,4.988
271410.890,233023.424,7.269
271895.781,331358.658,-6.669
272043.970,259454.458,13.562
272167.965,225518.879,1.570
272548.015,270573.951,-7.665
272734.511,311825.045,16.915
273059.116,228719.069,5.716
273104.480,232043.797,7.491
273269.807,306618.898,22.008
273926.073,315455.559,10.160
274856.539,231094.192,9.654
275027.914,318692.443,5.093
275554.137,228581.187,7.020
275628.736,326538.357,-2.378
275907.976,272241.875,5.310
275988.623,232963.379,9.200
276084.392,247253.039,15.370
277419.102,259641.266,0.081
278763.893,263903.367,9.893
278792.120,245778.594,15.724
279640.931,322424.145,-5.139
281429.281,316359.574,-2.497
281452.467,272796.737,10.867
282124.863,267794.078,-1.373
282460.556,256860.281,-3.981
282677.295,324969.397,2.201
283791.234,245287.113,21.017
283972.690,224242.361,3.562
284411.209,320170.224,-3.406
285307.400,327316.722,19.273
285335.627,317846.250,-4.149
286493.921,267423.799,2.415
286996.958,273540.631,10.515
288077.630,313070.428,-1.612
288509.092,258157.925,2.539
289926.465,307105.932,31.893
289974.853,325921.226,25.494
290860.964,265940.458,2.559
291240.005,322788.865,21.967
291886.191,311203.465,6.628
292447.696,229717.599,-7.950
292541.449,264272.534,2.359
292877.142,256860.281,1.886
293718.897,275208.555,7.624
293718.897,258157.925,3.925
294556.619,261864.052,6.886
294602.991,326303.736,41.227
294906.426,317951.885,7.995
295062.680,330075.468,36.562
295121.149,313557.462,-1.058
296238.112,250188.585,11.351
296405.455,243702.585,2.465
296545.579,308285.710,7.599
296743.165,246296.763,8.128
297864.160,322311.838,28.371
298085.940,276503.976,9.235
298264.371,306301.993,3.047
298588.976,311644.909,1.055
299678.721,318534.547,14.740
300941.856,242034.661,4.252
301217.065,330680.368,29.723
302280.599,314568.224,10.089
303770.555,320076.820,19.340
304078.022,325722.187,34.284
306790.790,317359.216,18.096
306928.898,329531.725,34.566
307209.147,310780.924,9.287
308971.287,325708.843,43.484
311640.707,309102.993,17.092
313382.686,329535.061,46.800
314528.883,313828.777,25.266
316455.342,319171.694,35.714
317250.724,322659.878,57.928
317944.289,308790.535,20.642
318856.610,328136.229,64.168
320154.021,315865.868,33.049
322563.354,307724.176,29.568
323621.848,323205.845,48.966
323716.608,332332.725,35.082
324964.623,312888.068,33.877
325909.203,328676.636,38.511
326597.727,318324.388,45.434
327985.866,323479.385,44.550
331236.954,330783.780,44.141
334325.740,326711.822,33.759
336662.490,320574.974,41.414
337226.012,329706.301,32.729
341106.148,317274.708,52.300
343205.998,329689.622,40.378
345920.782,325454.207,32.267
349797.893,323259.219,30.501
350012.616,331253.022,42.918
354748.619,329134.759,36.961
386501.414,244990.222,-22.779
390780.753,244639.958,-31.324
394127.609,243236.678,-29.713
397544.024,242102.490,-32.331
401059.231,241515.381,-32.324
303462.079,306712.302,15.358
304133.467,303747.845,8.312
308671.885,279098.154,13.653
310518.704,227393.625,-0.620
311358.442,224428.056,-3.371
312199.189,286513.744,17.555
312535.891,301523.947,14.081
314382.710,236659.498,17.906
314551.061,290034.175,20.368
315222.448,227949.600,3.063
316903.941,228875.853,5.143
318416.075,283360.255,25.362
319424.164,230174.610,7.070
323288.170,233879.625,9.658
327320.527,276319.393,46.562
327488.878,233695.041,7.009
329168.355,303747.845,30.410
331687.570,235362.965,2.398
332025.280,231842.534,15.350
332865.018,227023.346,11.085
334377.152,301708.530,43.414
335386.249,239254.788,2.580
336223.972,243147.722,16.603
336898.383,232766.564,8.352
336898.383,261493.773,26.031
337233.069,249818.306,6.632
337569.771,247037.321,20.019
339584.941,253339.849,12.693
341265.426,298372.683,58.908
341936.813,230359.194,5.609
342274.523,256118.610,8.702
343618.306,257601.951,16.035
346138.529,250930.255,7.489
346809.917,259269.875,17.772
348658.752,301152.556,54.996
349666.842,228504.462,-7.031
350506.580,259454.458,13.347
350506.580,244628.839,5.222
352088.272,319427.442,33.986
354330.262,326180.310,44.522
354370.586,300413.109,50.413
354537.929,258528.204,12.885
356219.422,227023.346,-16.399
356724.474,315696.852,50.162
357293.037,323214.741,47.869
357394.854,297632.124,29.970
358739.645,259454.458,10.942
359927.174,326815.233,36.981
360083.428,240922.712,-7.742
361091.517,290960.429,17.670
361259.868,261864.052,8.352
361905.045,329936.474,19.313
362142.954,319884.453,47.120
362267.957,265940.458,9.860
364955.523,268350.052,-1.546
365493.843,323438.243,44.463
366131.963,229803.219,-23.943
366636.008,286882.911,16.564
367644.097,284659.012,1.270
368148.142,270946.454,-5.083
369030.220,328647.725,29.995
370332.671,281693.444,-1.156
372180.499,274464.661,-4.107
372180.499,239995.346,-13.828
372349.858,298927.545,22.725
373189.596,302079.921,35.919
373189.596,318943.744,38.791
373653.317,325073.920,36.080
374701.730,307083.693,44.720
375202.750,317421.485,44.306
375956.801,323090.203,43.230
376044.505,310419.541,40.755
376548.549,293370.023,16.413
376716.900,229430.716,-30.486
376716.900,280581.494,0.571
376885.251,272241.875,-2.814
378060.683,239254.788,-21.960
378205.848,326851.927,50.081
378557.671,285289.487,4.231
378580.857,331871.266,45.687
378806.669,311454.766,48.699
379905.486,290909.279,8.406
380260.334,281042.953,3.837
381084.951,269278.530,-4.062
381635.368,313543.006,59.769
381997.272,318871.467,74.943
382008.361,323850.776,61.678
382735.193,295663.974,42.782
382942.859,310651.938,58.498
383195.890,331942.431,37.274
383410.613,298858.604,58.877
383890.463,306832.393,56.327
384477.171,329274.865,43.677
384781.614,266311.849,-10.436
385005.410,301730.769,52.770
385278.602,288262.840,14.876
385362.273,292987.512,22.061
386326.007,282680.854,9.037
386628.434,245184.813,-25.449
387133.486,263531.976,-11.885
387637.531,253154.154,-19.293
387786.728,313974.443,112.115
388181.899,326825.240,48.681
388753.486,297529.825,53.619
388976.273,304267.126,82.558
389894.643,332448.368,22.906
390158.762,290703.568,19.777
390298.886,285427.369,21.991
390421.873,309803.521,116.636
391569.079,323864.119,70.159
392041.873,328934.608,36.367
392173.932,254635.270,-24.077
392202.159,319697.646,91.090
392445.108,313996.682,137.738
392484.424,293405.605,35.229
392854.393,281390.993,14.929
393387.672,299413.467,71.891
393885.668,302704.837,93.730
394482.457,306115.185,117.798
395513.732,278683.397,11.250
395595.387,308293.494,136.354
395710.310,323287.018,73.247
396682.108,290490.074,22.053
396743.601,286082.307,17.659
397382.730,257601.951,-23.968
397515.797,329068.042,41.228
397717.415,242403.828,-32.249
398080.327,312741.291,96.136
398080.327,294286.269,51.658
398930.147,318891.482,87.198
399205.355,297048.351,71.271
399722.505,291808.846,36.250
400071.304,266126.154,-20.564
400155.983,303081.788,80.739
401104.595,284240.919,15.082
401340.488,305627.040,77.957
402217.526,314083.414,81.925
402607.656,308719.370,71.919
402678.222,322456.392,49.011
404061.321,239361.535,-34.826
405447.443,286141.241,8.464
405591.600,319152.790,63.979
406798.283,327387.887,22.661
407042.241,238486.431,-35.015
407992.869,315540.067,50.690
408114.848,323025.710,27.032
408414.250,312074.121,51.281
408471.711,280211.215,-12.383
409144.107,275393.139,-24.066
410656.241,267610.606,-27.392
411116.937,237307.765,-34.188
411160.285,236845.194,-32.694
411265.126,331155.171,30.619
411864.940,311073.367,52.247
412672.419,254635.270,-30.426
413679.500,291886.682,7.324
413847.851,257601.951,-25.512
414769.245,322682.117,34.705
414856.948,271685.900,-29.685
414976.911,326605.074,31.622
415029.332,317074.557,45.546
415884.191,235853.335,-32.567
416031.372,292442.657,5.719
416388.236,331077.334,29.990
416703.768,297446.429,11.459
417040.470,248890.940,-21.767
417624.153,312481.095,51.081
418217.918,288180.556,1.296
419895.378,250558.864,-23.599
419895.378,233323.650,-31.210
419931.670,233681.698,-31.453
420400.431,240366.737,-24.722
420421.601,329278.200,43.135
420567.774,284473.317,-10.023
420907.500,323801.850,65.402
421726.069,318431.135,61.690
421745.222,223131.523,-12.283
423257.356,252412.483,-25.304
423424.699,280766.078,-24.203
423592.042,308051.089,63.772
424080.965,230332.507,-21.981
424601.139,229430.716,-16.511
424936.833,300782.277,1.422
425087.038,312491.102,78.782
425106.192,236104.636,-16.455
425440.877,298188.099,-2.539
425609.228,228319.879,-9.989
425777.579,296520.175,-1.843
425849.154,322946.761,77.127
426388.481,327666.986,52.230
427365.320,227164.563,-2.696
427961.100,254635.270,-25.719
427961.100,300226.302,-1.180
428129.451,288180.556,-6.136
428632.488,226467.371,1.112
428970.198,282249.418,-23.512
429641.585,230916.280,-20.043
429977.279,222574.437,3.533
430420.838,320288.091,66.723
430819.033,293739.190,-0.835
431322.070,273909.799,-24.896
431489.413,296148.784,-8.067
431656.756,300226.302,-10.565
431656.756,301894.226,-11.388
431974.304,225082.994,8.985
432022.692,313070.428,25.835
432041.846,330541.375,48.034
432081.161,316409.612,46.695
432110.396,309267.561,6.478
432331.167,256490.001,-23.600
432665.853,228135.295,3.825
432665.853,297632.124,-12.008
433001.547,231285.447,-3.415
433168.889,225541.118,8.296
433703.177,326105.809,71.241
434346.338,235547.549,-9.150
435186.076,298558.378,-15.369
435861.496,322073.881,54.948
436025.814,258157.925,-17.661
436025.814,272796.737,-19.256
436195.173,294480.860,-8.834
436721.396,316727.629,26.404
436892.771,222656.721,-15.994
436935.111,329739.659,59.375
437032.896,304302.708,-13.080
437202.255,307269.389,-12.655
437292.983,307358.345,-14.346
437765.776,325882.307,57.739
438041.993,237400.056,-12.438
439554.127,290403.342,1.516
439722.478,260752.103,-14.441
439848.489,313543.006,-1.416
440730.567,271685.900,-13.327
441072.309,322308.502,36.017
441452.359,319608.690,30.478
441592.483,327030.951,39.982
441969.509,310816.507,-3.236
442067.293,224063.337,-10.637
442411.052,239995.346,-20.248
442915.096,284659.012,-4.802
443586.484,264272.534,-6.312
443754.835,228135.295,-7.828
443787.093,331646.652,39.603
445266.968,232027.118,-1.302
445585.525,314425.894,-0.541
445770.005,277431.342,-2.632
445770.005,236289.219,-10.249
446444.417,267979.773,-4.250
446779.102,274095.494,-2.759
446827.491,317661.666,15.018
447284.155,228504.462,-15.664
448291.236,250373.169,-19.244
448348.697,311070.031,-4.306
448459.587,270573.951,2.900
448749.917,329432.761,32.164
448820.483,325777.784,26.248
449384.005,322147.270,14.573
449467.676,257601.951,-14.689
449803.370,226651.955,15.091
449970.713,244443.143,-10.167
450308.423,273540.631,1.565
452958.689,333289.001,20.957
452994.981,222945.828,34.179
453727.861,326958.674,22.249
454675.465,307269.389,-11.476
455100.879,317894.064,9.874
456021.264,266497.545,-2.190
456858.987,305415.769,-7.018
457028.346,274836.052,-6.772
457195.688,248890.940,9.531
457364.039,279098.154,-3.057
457565.657,333240.076,22.398
457624.126,321656.900,6.312
457868.084,303562.150,-6.552
458203.778,281693.444,-2.619
458371.120,269833.393,-6.514
458792.502,330713.727,24.084
459045.532,301152.556,-4.740
459210.859,296148.784,12.925
459548.569,298927.545,-4.301
460219.956,263531.976,0.131
460388.307,289107.921,13.096
460892.352,293184.327,12.717
461209.900,327968.324,30.097
462600.055,324500.154,17.064
463076.881,275208.555,-6.195
463244.224,254822.078,19.195
464252.313,244815.646,41.957
465316.855,331667.779,22.339
466523.538,327874.920,9.115
467444.932,271128.814,18.087
469629.461,280396.911,12.699
469869.386,322792.200,-6.511
470972.236,242960.915,71.366
471393.617,314494.835,40.454
471729.311,319315.135,53.404
472317.027,251671.925,58.550
472821.072,269091.722,34.206
473282.776,330365.687,-1.434
477044.966,323524.975,-17.664
477190.130,262420.027,46.873
477301.020,327496.858,-2.730
477357.473,257601.951,50.916
477862.526,237215.473,97.352
478029.869,252782.763,63.599
478533.913,287624.581,-7.530
480046.047,296704.759,-7.232
481054.136,254080.407,62.204
481136.800,321723.617,61.051
483573.351,304675.211,-5.973
483910.053,253524.433,73.936
484918.142,285400.682,16.575
485087.501,243516.889,88.157
485254.844,308009.947,-24.753
486766.978,317182.416,66.171
488111.769,251114.839,93.325
488446.455,322095.008,65.916
488531.134,290496.746,35.689
490462.633,295592.809,80.205
490630.984,249077.748,98.338
490714.656,281104.110,15.687
490883.007,312087.465,-22.174
494494.990,309492.175,-26.189
495335.737,283917.342,24.238
495839.781,248520.661,81.372
496174.467,276689.672,3.339
498023.303,299578.036,44.814
499031.392,271872.708,-15.036
499703.787,287531.177,92.742
500543.526,245555.092,65.906
501552.623,236659.498,34.910
502728.055,313755.389,-17.927
504239.181,271685.900,17.725
506256.367,298927.545,-14.435
506256.367,331916.856,-15.598
506508.390,264513.827,81.862
506592.061,251023.659,61.457
508103.187,314125.668,-8.271
508775.582,303007.287,-22.979
509280.635,283360.255,4.853
509280.635,280396.911,12.944
509449.994,294110.581,-28.428
509532.657,325337.452,22.815
509700.000,271315.621,17.945
510457.075,243961.669,57.653
510792.769,286882.911,-10.203
511127.455,290034.175,-22.177
511801.866,307269.389,-35.355
512639.588,262420.027,69.741
512639.588,252598.179,26.060
513144.641,293739.190,-39.800
513314.000,313570.805,-35.257
514321.081,320333.681,-47.480
514488.424,281509.972,-3.679
514993.477,295592.809,-40.124
516000.558,325058.353,-6.156
518690.140,258990.775,35.178
519193.177,275393.139,-9.344
519361.528,243702.585,-16.811
519529.878,267794.078,-23.614
520454.296,312179.757,49.152
522133.773,230916.280,49.160
522637.818,238513.118,54.672
523981.600,322650.983,15.020
524485.645,316627.554,24.085
525327.400,332287.135,-37.668
527257.891,233231.359,69.196
527594.592,327654.754,9.244
528098.637,262790.306,-50.273
534147.172,294018.289,-81.146
535826.649,281230.873,0.163
536834.738,257786.534,-49.021
537338.783,286604.923,-19.906
539019.268,236289.219,51.408
539523.312,296983.858,-61.575
543554.661,261122.382,-30.037
544142.377,300688.873,-35.029
544732.109,238513.118,-4.487
545571.848,246296.763,8.952
547418.667,264272.534,25.227
547756.377,254359.507,20.288
549268.511,289848.479,4.790
549268.511,240922.712,9.435
549352.182,304581.807,-67.672
549605.213,234251.016,31.532
550024.578,284845.820,-81.667
552041.764,295685.101,-36.304
553300.868,257416.255,-0.739
554393.637,281323.164,-15.222
554476.300,269091.722,50.691
554643.643,237030.889,29.831
557164.874,231471.143,13.750
558507.649,243147.722,3.118
559012.702,249632.610,-13.751
559012.702,274188.898,38.206
561197.231,238698.813,-0.528
561197.231,280952.885,-5.780
562206.328,315051.922,-5.622
565230.596,233323.650,9.778
570269.026,233879.625,32.994
571446.474,332473.943,-54.958
573295.310,236659.498,59.851
576486.920,328766.704,-45.738
578838.793,234065.321,2.408
580686.620,328394.201,-44.559
586903.507,315979.287,-53.045
586903.507,223873.194,1.510
587239.200,312272.048,-57.479
587575.902,288180.556,-55.541
587743.245,324503.490,-52.044
588246.281,229987.803,27.389
588415.640,320611.668,-51.331
592446.989,292071.266,-50.202
593456.087,304675.211,-54.748
594799.870,277061.063,-34.722
595136.571,227393.625,-21.702
597152.750,322464.175,-50.718
599672.973,295222.530,-38.072
600681.062,276319.393,-41.234
601856.494,223873.194,-23.181
606057.202,252782.763,-36.973
606225.553,285028.179,-41.735
607234.650,274651.469,-41.309
607737.687,259641.266,-38.565
608409.074,328766.704,-41.987
609921.208,232766.564,-28.482
610929.297,267423.799,-33.558
611098.656,241292.991,-25.593
612105.738,246111.067,-50.472
612945.476,278543.291,-39.493
616306.445,227023.346,-37.156
616474.796,330806.019,-40.054
617649.220,265198.788,-37.308
618826.668,270946.454,-41.234
619330.713,244443.143,-41.857
622354.981,258342.509,-43.055
625883.293,248705.245,-43.449
626891.382,275393.139,-37.280
632771.567,223687.498,-53.435
635626.476,276134.809,-32.121
643020.810,280211.215,-32.802
651421.218,281693.444,-24.242
662006.155,287809.164,-21.881
664022.333,222760.132,-44.010
669231.130,290775.845,-12.557
670910.607,230729.473,-32.788
671414.652,332658.526,37.582
676119.404,290775.845,-19.318
678302.926,328211.841,41.699
680320.112,236473.803,-8.125
681663.895,272427.570,-8.820
681663.895,290034.175,-2.997
682504.641,265385.596,-10.609
685527.901,255748.331,7.906
689224.564,306342.023,29.270
689224.564,317647.211,41.568
690904.041,245926.483,24.579
702665.418,282434.002,51.442
169105.962,338402.856,-33.109
174903.483,353724.405,-24.788
177030.551,340689.024,-25.147
177702.947,379453.799,-13.415
179270.526,360952.075,-20.609
184030.723,368487.755,-16.712
186830.187,341585.255,-30.062
189072.177,376302.535,-16.544
190220.391,338866.539,-38.707
193188.206,335814.238,-40.169
195087.446,341834.332,-38.236
195596.531,343942.587,-38.978
196804.222,350577.589,-37.890
196806.238,356181.813,-33.878
198039.131,366728.652,-23.199
198632.896,337127.450,-39.545
199070.406,347016.015,-35.363
199626.872,352295.550,-33.179
200328.502,375406.304,-11.213
200566.411,359488.750,-34.134
201309.373,392051.072,-8.836
201650.107,352331.133,-32.365
201738.819,364387.999,-24.006
201832.571,407975.298,0.523
202700.536,355323.388,-32.521
204149.160,368034.080,-23.477
204453.603,337283.123,-38.416
204836.677,397021.486,-2.353
205329.632,350724.366,-33.321
207600.857,334843.507,-38.920
207795.419,346394.435,-37.254
208099.862,370230.180,-16.737
208749.071,402158.691,-8.947
210439.637,341867.690,-36.890
210481.977,366556.300,-16.249
210677.546,358149.963,-22.717
210966.867,413422.737,-12.654
211057.595,373962.994,-15.166
211634.223,348215.808,-29.374
212148.348,355484.621,-25.202
212172.542,379019.027,-16.204
212295.529,362890.203,-16.217
212298.553,338695.299,-39.418
212680.619,423095.584,-9.863
214069.766,352365.603,-23.403
214470.986,367265.723,-13.152
215100.033,398889.560,-5.827
215121.203,337133.010,-39.107
215129.268,351291.460,-19.878
215275.441,343002.990,-31.145
215296.611,346867.014,-19.877
215995.217,377850.368,-15.655
216098.042,356346.381,-19.164
216176.673,350230.660,-15.068
216963.990,372381.802,-10.951
217885.384,382965.335,-14.858
218612.216,344638.668,-22.830
218828.955,360401.660,-12.517
220017.493,354174.745,-15.858
220305.806,351354.841,-17.267
220408.631,356780.042,-15.364
221489.303,339154.534,-33.542
221551.804,413332.669,-12.864
221551.804,418626.660,-8.325
222157.666,334882.425,-37.155
222313.920,360472.825,-10.484
222495.376,365751.248,-7.340
222972.202,382939.760,-13.716
223140.553,368846.915,-8.463
223229.265,378347.410,-9.514
223699.035,376214.691,-7.194
225068.020,343435.538,-26.566
225376.495,363339.430,-3.306
226733.383,431047.133,1.492
227540.863,354213.663,-10.399
227903.775,350209.533,-16.442
228010.632,379264.768,-8.206
228228.379,341924.399,-26.813
228344.310,367011.087,-0.060
228628.591,427356.574,1.128
229142.716,388565.111,-13.322
229438.087,383906.044,-13.364
229607.446,417536.950,-10.061
229802.007,362286.414,5.780
230018.746,422572.968,-7.098
230979.455,370510.391,1.013
231151.838,334448.765,-27.222
231669.996,375396.296,-4.015
232050.046,357954.260,6.082
232352.473,338507.379,-23.747
232958.334,349316.638,-12.438
233314.190,393573.331,-12.683
233797.064,344215.015,-19.329
234052.111,387974.666,-11.584
234435.185,360915.381,6.522
234463.411,366491.807,2.290
234505.751,380103.177,-10.085
234633.779,355685.884,4.056
235402.951,434138.352,2.411
235564.245,384399.749,-11.923
236267.891,400009.293,-11.615
236967.505,351043.495,-2.617
237701.394,394190.463,-11.014
238536.092,375088.286,-9.859
238597.585,370542.638,-6.700
238816.341,341530.769,-14.507
238944.368,392066.640,-9.802
239216.552,358901.641,3.297
239382.887,334049.575,-23.056
239586.521,425520.745,-3.279
239791.163,337042.942,-18.953
240206.496,382184.747,-15.355
240278.070,348032.337,-4.195
240566.384,396773.521,-5.620
241127.889,442088.789,4.385
241380.920,433436.712,3.232
241620.845,366949.930,-4.931
242106.744,428101.580,-3.104
242106.744,424898.054,-4.862
242549.295,351640.612,0.101
242773.091,372210.562,-8.704
243698.517,388715.225,-10.668
243726.743,345624.967,2.920
243875.941,355275.574,0.830
244160.222,363164.854,0.389
